,start,end,kor,eng
0,2202,3878,만화방이 계속 붐비다니 놀랍지 않아?,It's amazing people keep coming
1,5280,8413,다운 받아서  볼 수 있을 텐데,instead of just downloading comics digitally.
2,8415,9913,그게 최선일 거야,It's probably for the best.
3,9915,11980,유일하게 외출하는 날이잖아,"For a lot of these guys, the weekly trip here"
4,11982,14080,엄마한테 지하실에  내려갈 기회도 줘야지,is the only chance their mom has to go down
5,14082,16047,이불 빨래 해줘야 되니까,to the basement and change their sheets.
6,17148,20847,그러고 보니 오늘  시트 바꾸는 날이야,"Oh, that reminds me, I get fresh sheets tonight. Yay."
7,22949,24515,어때?,Well?
8,24517,26415,만화방에 오는 것도  꽤 근사하지?,What do you think of New Comic Book Night?
9,28918,30817,"쉘든, 실망이야","Sheldon, I'm disappointed."
10,30819,32018,너처럼 똑똑한 남자는,"As a brilliant man,"
11,32020,33152,악습이 있을 법한지,you're entitled to a vice.
12,33154,34820,아편굴에 들락거리거나,I could understand frequenting an opium den
13,34822,37156,재미삼아 다른 인간을  사냥할 줄 알았어,or hunting your fellow man for sport.
14,38258,41725,겨우 만화방이라니 허접하네,But this? Lame-o.
15,42627,44860,만화는 순차적 미술에 스토리텔링 기법을 적용하지,"Well, A) Comic books employ storytelling"
16,46130,48263,"17,000년 전 라스코동굴 벽화부터 전해 내려온 거야","an medium that dates back 17,000 years"
17,50233,52533,그리고 넌 하프를 연주하잖아,and B) You play the harp.
18,52535,54067,그건 멋있다고 생각해?,Like that's cool.
19,57237,59604,특별히 찾으시는 거 있나요?,Can I help you find anything?
20,59606,61705,여자 가슴이 부유 장치로  사용되지 않는 내용이면 좋겠어요,A comic that depicts a woman whose bosom
21,64709,66209,여기 오는 대부분 남자들은  빵빵한 가슴을 좋아해서요,Sorry. Most of the guys
22,68413,70679,가끔 여자보다 가슴이  큰 녀석들도 있죠,Couple of them have big boobs.
23,72015,73215,Warlords of Ka'a  확장팩이 나왔어,"Hey, look, the new"
24,75318,77484,벌써?,A new one? Unbelievable.
25,77486,79786,저급 몬스터나 만들어서,"They just keep making up more cheesy monsters,"
26,79788,83189,카드에 찍어내고  $25을 받다니,slapping them on cards and selling them at 25 bucks a pop.
27,83191,86924,경험이 없는 남자들을  노린 비밀 세금같아,It's like a secret tax on guys who can't get laid.
28,87825,88992,너무 대충하고 있어,They're not even trying.
29,88994,91194,사탄의 동물 팩에 나온 지옥 코끼리 기억나?,Remember the Satanimals pack with the Hellephant?
30,91196,92528,말도 안돼,"Why, absurd."
31,92530,94963,나쁜 짓을 해서 지옥에 떨어진 코끼리인가?,"What was he, a bad elephant who died and went to hell?"
32,94965,96397,아무리 나쁜 코끼리라도 지옥살이는 너무하잖아,What could an elephant
33,99734,101433,와일드 웨스트와 마녀들?,"""Wild West and Witches""?"
34,101435,104535,이딴 거에  아무도 관심 없다고,What kind of loser cares about a showdown
35,104537,108471,빌리 더 키드랑 북쪽 백마법사의 결투라니,between Billy the Kid and the White Wizard of the North?
36,108473,109973,찌질하다,A total loser.
37,109975,112008,6연발 권총을 든 놈이 이기겠지,"Obviously, a guy with a six-shooter"
38,112010,114043,상대는 마술 지팡이를 휘두르는 노인네잖아,beats an old man with a magic wand.
39,115579,117312,잠깐,"Well, h-hold on."
40,118381,120182,빌리가 쓴 모자에 '혼란의 헬멧' 주문을 건다면?,"Uh, what if the wizard casts"
41,123453,124852,뭐라는 거야,What? Please!
42,124854,126520,빌리 더 키드잖아,This is Billy the Kid we're talking about.
43,126522,128554,마법사가 입을 떼기도 전에,"I mean, the wizard would get shot between the eyes"
44,128556,130155,총알이 이마를  뚫고 지나갈 거야,"before he could ever get out the words,"
45,130157,131857,"""이 신비로운 땅에  빌리가 웬일이지?""","""What the hell is Billy the Kid doing"
46,134227,136027,레너드,Leonard...
47,136029,139096,쉘든이 데리고 온  에이미는 누구야?,What's the deal with Sheldon's friend Amy?
48,139098,140263,여자친구야?,Are they a couple?
49,140265,142598,쉘든만큼 괴짜인 친구지,Couple of weirdos. Why?
50,142600,144433,에이미한테 관심 있어?,You interested in Amy?
51,144435,147134,불알이 쪼그라들게 하거나 영혼을 뺏아갈 것처럼,"Well, I mean, she didn't look through me"
52,148971,151571,증오와 멸시의 눈빛으로 쳐다보지는 않았잖아,hatred and contempt.
53,151573,153607,난 그런 여자가 좋더라,I like that in a woman.
54,154675,156943,데이트 신청하고 싶은데  쉘든 허락 좀 받아줘,Could you run it by Sheldon if I could ask her out?
55,156945,158378,그러지 뭐,Sure. I guess.
56,158380,160079,"스튜어트,  문제 좀 해결해줘","Stuart, settle an argument for us."
57,160081,161579,누가 이길까?,"Who would win,"
58,161581,163915,빌리 더 키드 아니면 백마법사?,Billy the Kid or the White Wizard?
59,163917,165883,답을 알려주면,"If I tell you that,"
60,165885,169119,$24.95라는 저렴한 가격에 얻을 수 있는 재미가 없어져,I'm robbing you of the hours of fun you could have
61,175426,176926,하나 살게,I'll take one.
62,176928,178361,두 개 부탁해,Mm... make it two.
63,178363,181264,"너네랑 내 자신이 싫어진다, 세 개 갖다 줘",I hate all of you and myself. Three.
64,182299,184266,주문 들어간다,I'll ring it up.
65,184268,187036,너무 쉽게 걸려드네,Like shooting nerds in a barrel.
66,208448,211648,,"Original Air Date on November 17, 2011"
67,211649,214849,자막,"== sync, corrected by   =="
68,215284,216972,얘기 좀 할까?,"Hey, can I talk to you about something?"
69,216973,219607,좀 꺼려지긴 하네,It's a little awkward.
70,219609,221743,무슨 얘기 하려는지 알아,I know what this is about.
71,221745,224313,연구에 아무런 진전이 없어서,"Given the professional standstill you're at,"
72,224315,227115,적절한 시기인지 고민 중이잖아,you're wondering if this is the appropriate time
73,227117,230452,연구를 포기하고  가르치는 일에 집중할지,to abandon your research and focus on teaching.
74,233156,235424,적절해,Yes.
75,237261,239029,또 제안을 하자면,"And if I may suggest,"
76,239031,240597,전공을 바꾸는 건 어때,consider changing disciplines.
77,240599,242833,"인문학으로, 역사학도 괜찮고","Yeah, to the humanities-- perhaps history."
78,242835,245269,역사를 가르치는 것의 장점은,One of the advantages of teaching history
79,245271,248039,꾸며낼 필요가 없다는 거야,is that you don't have to create things.
80,248041,250141,지난 일을 외우고 되풀이하면 돼,"You know, you just have to remember"
81,252979,255614,재밌을 거야,You could have fun with that.
82,256449,258216,그 얘기가 아니잖아,"Yeah, that's not it."
83,258218,260685,스튜어트가  에이미한테 관심 있대,Stuart's kind of interested in Amy.
84,260687,263087,물론 그렇겠지 에이미는 흥미로운 대상이야,"Oh, of course he is. She's very interesting."
85,263089,265190,14살 때는 발가락 사이의 갈퀴를 혼자 끊은 거 알아?,"Did you know, when she was 14,"
86,269562,272063,아니,No.
87,272065,274031,데이트 신청해도  너랑 괜찮은 건지 물어보래,He wanted me to find out
88,278971,282139,어떻게 반응해야  하는지 모르겠다,"I'm not sure how to respond, Leonard."
89,282141,284375,에이미는 내 소유가 아냐,I don't own Amy.
90,284377,287011,사람을 소유할 수 없지,Can't own a person.
91,287013,289880,언제부터 안 그랬을까?,At least not since...
92,293819,296188,1863년,1863.
93,297724,300392,링컨 대통령이  누구를 해방시켰지?,President Lincoln freed the...
94,301561,304196,답은 노예잖아,"Slaves! Come on, Leonard,"
