,start,end,kor,eng
0,3181,5042,은퇴 파티도 나쁘지 않네,It was a nice retirement party.
1,5044,6228,그래,I guess.
2,6229,7264,하지만 로스만 교수님이  물러나게 한 건 너무해,"Still, it's a shame"
3,10168,12201,학교 측에서도 어쩔 수 없었지,What choice did the university have?
4,12203,13335,정신이 나갔잖아,He snapped.
5,13337,16088,이론 물리학자들은  결국 그렇게 되지,It happens to theoretical physicists all the time.
6,16090,18340,쉘든은 얼마나 남았을까,I wonder how long Sheldon's got.
7,20410,22294,새우가 다 같은 크기네,These shrimp are all the same size.
8,22296,24930,새우가 먹힐 순서를 논리적으로 정할 수가 없군,There's no the logical order to eat them in.
9,26016,30186,얼마 안 남았을 거야,Can't be very long.
10,30188,32555,로스만 교수님 사무실이네,"Hey, look, there's Rothman's empty office."
11,32557,34306,슬프다,"Sad. - Mm, indeed."
12,37144,39311,찜,Dibs.
13,41098,43782,잘 지내?,"What's up, fellas?"
14,43784,45784,"크립키,  여긴 어쩐 일이야?","What are you doing here, Kripke?"
15,45786,48621,새 사무실에 커튼을 달려고 사이즈를 재던 중이야,"Ah, measuring my new office for drapes."
16,48623,49989,새 사무실이라니?,This is not your office.
17,49991,51707,아직 배정되지 않았잖아,It hasn't been assigned yet.
18,51709,53409,지난 크리스마스 파티 때,"Well, I called dibs at the Christmas party"
19,53411,54943,교수가 장난감함이랑 섹스를  시도해서 사무실을 찜해뒀지,when Professor Rothman tried to have intercourse
20,57780,58914,찜?,Dibs?!
21,58916,60916,여긴 놀이터가  아니라 대학이야,"This is a university, not a playground."
22,60918,62117,찜했다고 너한테  우선권이 있는게 아냐,Offices are not assigned
23,63621,64803,너도 방금 그랬으면서,You just called dibs.
24,64805,66338,닥쳐,Shut it.
25,66340,68424,위계질서를 지켜야지,Offices are assigned by seniority.
26,68426,70726,내가 먼저 학교에 왔어,I arrived at the university first.
27,70728,73562,사무실은 내가 먼저 왔는걸,I arrived at the office first.
28,73564,75314,속담에 나오는  '얼리버드'가 바로 나야,I'm the proverbial early bird.
29,77401,79401,로스만 교수님,ALL: Professor Rothman.
30,87694,90829,모자가 다시 유행이라 좋다,I'm glad that men are wearing hats again.
31,91698,94533,품위 있어 보여,They're so distinguished.
32,116463,120463,,"Original Air Date on February 16, 2012"
33,120464,124464,자막,"== sync, corrected by   =="
34,126549,128216,작은 선물을 준비했어,I got you a little something.
35,128218,130051,작은 선물?,A little something?
36,134223,136391,이건 너무 크잖아,"Oh, this is huge."
37,136393,138459,네가 나한테 해준게 얼만데,What's huge is what you've done for me.
38,138461,140562,"에이미,  난 해준 것도 없어","Oh, no, Amy, I haven't done anything."
39,140564,143297,널 만나기 전에는  소심하고 인기도 없었어,"No, no, before I met you, I was a mousy wallflower."
40,143299,144682,지금은 달라,But look at me now.
41,144684,147952,파티를 즐기는 도시 여자야,I'm like some kind of downtown hipster party girl.
42,148654,150021,패거리랑 남자친구도 있고,"With a posse, a boyfriend"
