,start,end,kor,eng
0,1804,6764,,And reverse the spin on the antiproton...
1,6765,10684,,and gamma becomes alpha...
2,10686,15856,,Multiplied by a matrix of negative I comma zero...
3,15858,17140,,And there we have it.
4,17142,20894,,Conclusive proof that I am absolutely worthless
5,20896,22646,,after 9:00.
6,25199,28485,,CREEPY VOICE: Sheldon...
7,30121,32689,,Sheldon...
8,39714,42699,,Hmm.
9,42701,45168,,"(electrical crackling, popping)"
10,48472,52309,,"All right, all right."
11,52311,54060,,I see what's going on.
12,54062,57898,,A little pre-Halloween hijinkery.
13,60685,64437,,"(moaning, chains rattling, cackling)"
14,64439,67023,,"A ghostly moan,"
15,67025,69075,,"a rattling of chains,"
16,69077,71027,,a witch's cackle.
17,71029,74731,,The trifecta of haunted house cliches.
18,74733,78118,,"Instead of ""Eek,"" I say, ""Yawn."""
19,80204,84124,,CREEPY VOICE: Sheldon...
20,86744,89429,,"Oh, the walls are dripping blood,"
21,89431,93099,,which looks nothing like a phenolphthalein indicator
22,93101,96353,,exposed to a sodium carbonate solution.
23,99724,102092,,"""See you in hell Sheldon."""
24,102094,106646,,The most frightening thing about that is the missing comma.
25,108316,111151,,Ah.
26,111153,113820,,"Okay, all right."
27,113822,116122,,That one was clever.
28,116124,119659,,Skeleton with phosphorous on a zip line.
29,119661,122445,,"Come on out, merry pranksters."
30,122447,124614,,Take a bow.
31,126717,128585,,(laughing)
32,128587,130253,,You should've seen your face.
33,130255,132555,,"Yes, there's nothing quite like"
34,132557,136626,,the slightly widened eyes of mildly startled.
35,136628,138645,,"Come on, admit it. We got you, Sheldon."
36,138647,142799,,"Please, fright depends on an element of surprise."
37,142801,143850,,"The simple fact is,"
38,143852,146102,,"because I am much smarter than you,"
39,146104,149906,,"and able to anticipate your actions, it is highly unlikely"
40,149908,153777,,that you two rubes could ever surprise me.
41,153779,155161,,He's probably right.
42,155163,157197,,We can't beat him. He's just too smart.
43,157199,159199,,Gentlemen.
44,159201,161201,,(screams)
45,162620,164654,,(laughing)
46,164656,166823,,"Who had money on ""faints""?"
47,166825,168091,,"I had ""pee his pants."""
48,168093,169626,,Hang on.
49,169628,171344,,Looks like everyone's a winner.
50,172430,176016,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
51,176018,179352,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
52,179354,181004,,¢Ü The Earth began to cool ¢Ü
53,181006,183556,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
