,start,end,kor,eng
0,1677,4145,어떤 크루즈를 타신다고요?,
1,4147,7015,'본 어게인' 크루즈란다,
2,7017,10401,크리스찬 잡지에서  최고 점수를 받았어,
3,10403,12821,가시관 5개,
4,12823,15156,너도 같이 가면 좋겠구나,
5,15158,19027,만약 제가 간다면 하느님이 기적을 일으킨다는,
6,19029,21246,결정적인 증거가 될 거에요,
7,22331,23348,너만 아쉬울 걸,
8,23350,24782,정말 재밌을텐데,
9,24784,25834,테마도 다양해,
10,25836,27818,요나와 고래 구경하기,
11,29388,32340,최후의 만찬 뷔페,
12,32342,34709,내가 제일 좋아하는 '신과 함께 쏴라'도 있어,
13,34711,38263,'신과 함께 쏴라'는 뭔가요?,
14,38265,40965,들으면 빵 터질 거야,
15,40967,43668,자신의 죄를 찰흙 비둘기에 적고,
16,43670,45803,공중에 날려서 가루로 만드는 거야,
17,45805,47555,12 게이지 엽총으로,
18,47557,51609,주님의 자비로 가득하단다,
19,51611,56364,그래도 지난 번에 비해 훨씬 발전하셨네요,
20,56366,59951,지구 끝으로 떨어질까봐 바다는 두려워할 줄 알았는데,
21,59953,61736,예를 들어,
22,61738,63621,쉘리도 배에 탔다면,
23,63623,65790,비둘기에 '말대꾸'라고 적겠지,
24,65792,69627,그리고 빵!,
25,69629,72130,주님께서 주시고 주님께서 날려 버리시네요,
26,73416,76301,이번 주말 일정표를 짰는데,
27,76303,78117,후라이드 치킨부터 시작이에요,
28,78453,79093,맛있겠네,
29,79675,81456,엄마가 써야 할  요리 재료는 다 준비했어요,
30,81641,84158,너도 좋아할 거야,
31,84160,85510,엄마가 만든  후라이드 치킨 때문에,
32,85512,89347,아빠를 특대 사이즈 관에 넣어야 했어,
33,89349,91382,방금 도착해서 피곤하실텐데,
34,91384,92817,요리할 생각 없으실걸,
35,92819,94269,물론 있지,
36,94271,96988,엄마가 요리하는 건 사랑의 표현이야,
37,96990,99190,피곤할 때도 요리하는 건,
38,99192,101326,날 정말 사랑한다는 뜻이지,
39,101328,103912,오랜만에 외식도 괜찮지 않니,
40,103914,105363,그럼 배부르지 않을까요?,
41,105365,107231,이따가 치킨도 먹어햐 하는데,
42,107233,109200,"나가서 먹어요, 스시 좋아하세요?",
43,109202,111836,근처에 괜찮은 식당이 있어요,
44,111838,113479,먹어본 적은 없지만,
45,113504,114722,새로운 도전도 나쁘지 않지,
46,115575,118075,새로운 건 위험해요,
47,118077,121063,그러니까 약이랑 화장품을 토끼에 실험하잖아요,
48,121381,124632,"쉘든, 미친 사람처럼 떠들고 있어",
49,124634,128019,어렸을 때 검사한 적 있어,
50,128021,129771,의사가 괜찮다네,
51,129773,131356,거봐,
52,131358,134976,휴스턴에 있는 전문의한테 안 가서 조금 후회되긴 해,
53,158057,161857,,
54,161858,165558,자막,
55,166905,169356,소리 지르지 마요,
56,169720,171836,전혀 마음에 들지 않아,
57,171838,173855,네 마음에 드는 게 있기나 해?,
58,173857,176608,후라이드 치킨,
59,178477,180011,정말 신난다,
60,180013,182397,내가 알던 곳에도 스시가 있었는데,
61,182399,185900,피시 스틱 몇 조각에 사이드로 밥이 나왔지,
62,185902,189857,메뉴에 쿵푸 폰트로 적혀있지만,
63,189859,192073,그렇다고 스시는 아니지,
64,192075,196711,쿵푸 폰트라 하는 건  조금 차별적이네요,
65,196713,200331,'칭총'만 피하면 되는 줄 알았지,
66,200333,203752,그것도 그래요,
67,203754,207422,에이미랑은 잘 지내고 있니?,
68,207424,209641,엄마도 좀 캐묻고 싶구나,
69,209643,213178,에이미에 관련된  소식이 있어요,
70,213180,217305,하등동물의 중독에 대한 신경생물학 연구 중인데,
71,217550,220769,불가사리를 코카인에 중독시키는데 거의 성공했어요,
72,220771,224322,둘이 어떤 사이인지 알고 있니?,
