,start,end,kor,eng
0,3147,5893,,"So, I got the craziest e-mail this morning."
1,5894,7593,,"I don't mean to burst your bubble, dude,"
2,7595,10947,,but those penile enlargement pills do not work.
3,10949,14400,,"Believe me, I know."
4,15319,16385,,The e-mail I got was
5,16387,18321,,from the office of Stephen Hawking.
6,18323,19889,,You're kidding. - Why?
7,19891,22241,,"He's coming to the university for a couple weeks to lecture,"
8,22243,24527,,and he's looking for an engineer to help maintain
9,24529,26462,,the equipment on his wheelchair.
10,26464,27497,,That's amazing.
11,27499,30082,,You'll be like his pit crew.
12,31335,33953,,A word of caution: I would not do
13,33955,36122,,your Stephen Hawking impression in front of him.
14,37591,39592,,(in Stephen Hawking's voice): You're right.
15,40744,45414,,I suppose that could be considered offensive.
16,45416,48467,,"Boy, Sheldon's going to freak out."
17,48469,50419,,"Yeah, he worships Hawking."
18,50421,52054,,I was actually thinking about bringing him along
19,52056,54624,,when I go over there so he can meet the great man.
20,54626,55808,,"That's really nice of you, Howard."
21,55810,57393,,It's no big deal.
22,57395,59979,,"Boy, a restraining order from Stephen Hawking."
23,59981,63599,,It'll look so nice next to the ones he's already got
24,63601,66619,,"from Leonard Nimoy, Carl Sagan and Stan Lee."
25,67621,69488,,"Leonard, do you recall"
26,69490,71073,,when I said that I was going
27,71075,73042,,to revolutionize humanity's understanding
28,73044,75328,,"of the Higgs boson particle, and you said,"
29,75330,77997,,"""Sheldon, it's 2:00 a.m., get out of my bedroom""?"
30,77999,79949,,Like it was ten hours ago.
31,79951,81634,,What about it?
32,81636,83002,,"Well, I believe I've done it."
33,83004,84787,,"And I'm only saying ""believe"" to sound modest,"
34,84789,87306,,"because, sweet Sam Houston, I did it."
35,87308,89508,,"Really? That's incredible. Oh, here."
36,89510,90476,,Break out the math.
37,90478,92061,,"Oh, okay, let me see this."
38,92063,94597,,"All right, so this particle here"
39,94599,97350,,is the boson moving forward in time.
40,97352,99518,,"Now, I was thinking... Howard, you go ahead and eat."
41,99520,101354,,This isn't going to make any sense to you.
42,103507,106909,,"Sheldon, I have a working understanding of physics."
43,106911,110145,,"Yeah, good for you, and don't stop working on it."
44,110147,112582,,Are you still going to tell him
45,112584,114667,,about you-know-who? Yep.
46,114669,115952,,Are you still going to introduce him?
47,115954,117587,,Not on your life.
48,118655,122208,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
49,122210,125544,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
50,125546,127179,,¢Ü The Earth began to cool ¢Ü
51,127181,129715,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
