,start,end,kor,eng
0,2627,5946,주말에 새로나온  스타워즈 게임 할래?,
1,5948,10401,컴퓨터 하는 시간을 좀 줄이려고 했는데,
2,10403,11619,운동을 해야겠어,
3,11621,14655,지금도 3층까지  걸어 올라가잖아,
4,16775,19293,"그러네,  그럼 게임 하자",
5,19295,20878,이러면 재밌겠다,
6,20880,23164,예전처럼 하는거야,
7,23166,25115,게임 마라톤?,
8,25117,28285,토요일 아침부터 48시간,
9,28287,30254,침낭에 야식에,
10,30256,32956,엄마가 연락 못 하게  폰도 꺼두고,
11,35260,37561,몇 년 전  워크래프트 파티처럼,
12,37563,39230,그때 옆집에서 신고했잖아,
13,40733,42099,냄새 때문에 신고당했지,
14,42101,44301,우리가 죽은 줄 알고,
15,46805,49306,그땐 잘 나갔었지,
16,51326,52693,콜,
17,52695,54745,48시간 스타워즈 마라톤,
18,54747,56831,"기다려라, 알데란",
19,58418,60251,쉘든,
20,60253,62002,주말에 시간 비워둬,
21,62004,63504,스타워즈 마라톤 할거야,
22,63506,65289,영화 아니면 게임?,
23,65291,66357,보드게임?,
24,66359,67491,카드 놀이?,
25,67493,69043,레고? 변장?,
26,69045,70127,만화책?,
27,70129,71912,스타워즈 소설 낭독회?,
28,71914,74498,뭐든 좋아,
29,74500,78018,온라인 게임을 할 계획이야,
30,78020,79270,온라인 게임?,
31,79272,81555,앗싸!,
32,81557,86110,은하간 판타지도  재밌긴 하겠지만,
33,86112,87528,우리는 다른 일정이 있어,
34,87530,90297,이모의 93번째 생신을  축하하러 갈거야,
35,90299,92616,난 못 간다고 해줘,
36,92618,95018,우리가 빠지면 실망하실걸,
37,95020,96620,93살이잖아,
38,96622,98189,실망해도 오래 안 가,
39,100175,104879,연애 계약서에 나온  사항을 모두 지켰다고,
40,104881,108466,72시간 전에  서면 요청을 제출했고,
41,109367,111535,타이어 공기압도 확인했어,
42,111537,113838,질병통제센터에 연락해,
43,113840,117091,OC에 가려면 어떤 주사를  맞아야 하는지 물어봤어,
44,118009,120761,그냥 가도 된대,
45,120763,125733,계약서는 네가 원하는대로 하도록 만들어진게 아냐,
46,125735,127685,넌 그럴 때 써먹잖아,
47,127687,130104,올바르게 사용하는 거지,
48,131239,134992,원하는대로 일이  풀리는 건 우연일 뿐,
49,136545,137895,약속했잖아,
50,137897,139113,나랑 가야해,
51,139115,140314,"보고 싶을거야, 쉘든",
52,142067,144034,판타지 속 행성에서  몬스터를 물리치며,
53,144036,146837,주말을 낭비하고  싶지 않아,
54,146839,149089,그건 애들이나 하는거라고,
55,149091,150674,광선검도 있잖아,
