,start,end,kor,eng
0,1834,4774,던전 입구는 이끼로 덮여 있다,"""The entrance to the dungeon is a moss covered door."
1,4775,7242,힘겹게 문을 열자,"""You manage to open it only to find yourself"
2,7244,10045,이끼로 덮인 괴물과 대면하게 되었다,"""face-to-face with a hideous, foul-smelling,"
3,11732,13865,어떻게 할래?,What do you do?
4,13867,16768,"'엄마, 저녁 메뉴 뭐야?' 라고 물어볼래","I say, ""Hey, Ma, what's for dinner?"""
5,19372,21656,17,Seventeen.
6,21658,25660,괴물은 네 농담에 낄낄대며 지나가도록 허락한다,The ogre is amused by your joke and allows you to pass.
7,26412,29498,"참, 나까지 웃겼어","By the by, I liked it, too."
8,31050,32784,"하워드, 결혼 준비는 잘 되가?","How go the wedding plans, Howard?"
9,32786,34753,어젯밤 5시간 동안 메이시에서 선물 골랐어,Great. We spent five hours last night
10,36507,37956,도기 아스파라거스 접시를 받아볼 수 있을 거야,Looks like I'm finally going to have
11,40961,42460,"거봐, 난 여친이 9천마일 떨어져 있어서 편하잖아","See, this is the good thing"
12,45098,47799,시간도 내 마음대로 보내고,I can spend my nights doing whatever I want.
13,47801,49701,우리랑 찌질한 게임이나 하고,You mean like playing nerd games with us
14,49703,53137,샤워는 수상하게  오래 걸리던데,and then taking a suspiciously long shower?
15,55825,58026,그랬던가,Maybe.
16,58945,61646,던전에 들어간다,We enter the dungeon.
17,61648,63448,드래곤이 보인다,You see a dragon.
18,63450,65951,'던전 앤 드래곤'이라서,Really? So we're playing Dungeons & Dragons
19,65953,68670,던전에 들어가니 드래곤이 보이는 거야?,and we walk into a dungeon and see a dragon?
20,69739,72173,너무 뻔하지 않아?,Isn't that a little on the nose?
21,72175,74709,'뱀과 사다리'에서는,"When you play Chutes and Ladders, do you complain"
22,74711,77045,뱀이랑 사다리가  많은 게 당연하잖아,about all the chutes and all the ladders?
23,78163,81349,파이 다 먹을 거야?,Are you gonna eat that whole pie?
24,81351,83635,"아마도, 왜?",Maybe. Why not?
25,83637,86671,누구한테 보여줄 몸매도 아닌데 뭐,Who do I have in my life to watch my figure for?
26,87974,90058,'브리짓 존스의 일기' 또 봤냐?,"Oh, God, did you watch Bridget Jones again?"
27,90977,93728,"아니, 너네는 다 커플이잖아","No, it's just that everybody's got someone."
28,93730,96364,"쉘든은 에이미가 있고, 하워드는 약혼했어","Sheldon's with Amy, Howard's getting married,"
