,start,end,kor,eng
0,2202,4294,,Completely empty box.
1,4295,5561,,If you'd like to examine it...
2,5563,6896,,Mm-hmm. Yep.
3,6898,10983,,I see nothing in this box but a wasted childhood.
4,10985,14270,,"Little snarky there, Cello Lessons."
5,15655,19942,,And we have this completely ordinary cylinder.
6,19944,21327,,If you'd like to examine it...
7,21329,26615,,"Ordinary, yet I sense it is dripping with magical potential."
8,26617,29151,,"Oh, dear Lord."
9,29153,32621,,A man pops out for a moment to evacuate his bowels
10,32623,35657,,"and catch up on the adventures of the Caped Crusader,"
11,35659,37643,,only to emerge and discover his apartment
12,37645,40429,,has been transformed into a cabaret.
13,40431,42448,,"Sheldon, he's just"
14,42450,44383,,practicing for his cousin's birthday party.
15,44385,46218,,As I was saying...
16,46220,48137,,"empty box, empty cylinder,"
17,48139,49939,,and... ooh!
18,49941,52024,,(whispers): Voila.
19,52026,53976,,"I'm telling you, dude, there's a seat"
20,53978,57313,,on the Hogwarts Express with your name on it.
21,57315,59031,,This is how you're going to entertain
22,59033,60682,,your little cousin and his friends?
23,60684,61951,,By lying to them?
24,61953,63986,,(chuckles): How is this lying?
25,63988,66572,,A magic show is an inherently deceitful proposition.
26,66574,69625,,"""This is an ordinary top hat."""
27,69627,70960,,"""You've chosen that card freely."""
28,70962,74964,,"""I do not have a set of lock picks lodged in my keister."""
29,74966,76298,,KOOTHRAPPALI: Can't you
30,76300,77550,,"just enjoy the wonder, Sheldon?"
31,77552,79201,,Why must you peek behind the curtain?
32,79203,81036,,Or up the butt?
33,81038,84206,,If we poison the critical thinking faculties of children
34,84208,85724,,by telling them that rabbits
35,85726,88894,,"come out of hats, then we create adults"
36,88896,91013,,who believe in astrology and homeopathy
37,91015,94350,,and that Ryan Reynolds was a better choice for
38,94352,96852,,than lovable rogue Nathan Fillion.
39,96854,98854,,"Sheldon,"
40,98856,101290,,he's just gonna do a few magic tricks for some kids.
41,101292,102891,,I really don't think they're gonna end up
42,102893,105411,,liking the   movie.
43,105413,106862,,Don't be so hard on him.
44,106864,108781,,It's natural to be a little cranky when you have...
45,108783,112167,,(grunts): a quarter in your ear!
46,114070,117089,,Coins lodged in body parts is not a source of amusement.
47,117091,121176,,"When I was five, Billy Sparks put a Mexican peso up my nose."
48,121178,122378,,(laughter)
49,122380,125164,,"Wait-wait-wait, how is that not amusing?"
50,125166,126999,,It's still there.
51,127884,129084,,Takes me
52,129086,132187,,45 minutes to get through airport security.
53,134391,137943,,"Look, I made Sheldon disappear. Ta-da."
54,137945,141397,,"Next time, you should open with that."
55,141399,145034,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
56,145036,148370,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
57,148372,149989,,¢Ü The Earth began to cool
58,149991,152524,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
59,152526,155194,,¢Ü We built the Wall ¢Ü   ¢Ü
