,start,end,kor,eng
0,2435,5743,섹스 도중에 어떻게  그런 말을 할 수 있어?,
1,5744,7527,너무 뜨거운 순간이어서,
2,7529,9929,"'그래, 바로 그렇게'가 아니라?",
3,9931,13032,'나랑 결혼해줄래?',
4,13951,18454,우주 정거장에  망원경을 설치하고 싶대,
5,18456,21257,더 일찍 떠나게 됐어,
6,21259,22842,언제?,
7,22844,24577,다음 주 금요일,
8,24579,27430,다음 주 일요일이 결혼식인데,
9,27432,29081,그러네,
10,29083,31217,못 가겠다,
11,31219,32602,결혼해야 되잖아,
12,32604,34520,누구나 다 이해할 거야,
13,34522,36589,못 간다고 할게,
14,36591,38391,결혼식은 돌아올  때까지 미루자,
15,38393,40426,아버님께서 싫어할게 뻔해,
16,40428,42096,허락하시지 않을걸,
17,42096,44230,어쩔 수 없다,
18,44232,46616,내가 설득해볼게,
19,46618,49101,내가 부탁하면 될 거야,
20,49103,52071,"아니, 내가 얘기할게",
21,52073,53206,남자 대 남자로,
22,53208,55208,솔직히 말씀드릴게요,
23,55210,58944,비행이 너무 두려워요,
24,58946,61881,못 돌아오면 어쩌죠?,
25,61883,64951,잘 될 거야,
26,65753,67203,정말 그렇게 생각하세요?,
27,67205,69088,물론이지,
28,69090,71491,베르나데트처럼 이쁜 아이는,
29,71493,74210,새로운 남자가 생길 거야,
30,83271,85104,"어이, 마이크",
31,86241,89275,"생각이 바뀌었어, 이런거 하고 싶지 않아",
32,91011,92011,재밌네,
33,92013,93996,"응, 내가 좀 재밌지",
34,93998,99652,비행 내내 울 계획인데  그것도 웃기겠지,
35,111065,113833,NASA 채널이 몇이지?,
36,113835,121390,"289, 288번 게임쇼 네트워크랑 290번 디즈니 사이야",
37,121392,124560,기억력이 너무 섹시해,
38,126029,128548,"쉘든, 프링글스 재료가  어떻게 되지?",
39,128550,130850,"말린감자, 식물성유지",
40,130852,132685,"옥수수가루, 밀전분",
41,132687,134570,"말토덱스트린, 정제소금",
42,134572,138291,그리고 내가 제일  좋아하는 균일성,
43,138293,141911,자궁이 떨리지 않니?,
44,141913,144029,하워드가 카자흐스탄에서 라이브로 나온다,
45,144031,145748,너무 긴장돼,
46,145750,147416,못 보겠어,
47,147418,149919,난 스트레스 받아서 나흘 동안 음식으로 풀었어,
48,149921,151671,이것 좀 봐,
49,151673,155040,뚱뚱할 때 입는 바지야,
50,155042,157844,30분 내에,
51,157846,160062,하워드의 엉덩이 밑으로,
52,160064,164600,200 메트릭톤 연료가 통제 폭파될 거야,
53,164602,166986,이 모든 걸 책임지는 나라는,
54,166988,171657,국제 경제에 테트리스랑 다문화가정을 공급했어,
55,172743,175528,프링글스 내놔,
56,181469,183870,카운트다운 곧 들어간다,
57,183872,185154,그쪽은 괜찮아?,
58,185156,186873,"응, 좋아",
59,186875,189292,뭐 좀 물어볼게,
60,189294,191310,오줌 주머니가 얼마나 크지?,
61,213558,217558,,
62,217559,221559,자막,
63,222934,225769,"후르트룹스,  팬 스위치 좀 눌러봐",
64,229074,233511,게이 머리 스타일 때문에 후르트룹스라고 불려?,
65,234580,237281,"아니, 엄마랑 사는데",
66,237283,239300,씨리얼을 해주시거든,
67,239302,244188,게이라고 하는게  더 받아들이기 쉬워,
68,246643,250261,후르트룹스는 최근에  여자랑 결혼했어,
69,250263,251962,축하해,
70,251964,254849,"고마워, 비행 전에 끝냈어",
71,254851,257585,룹스 부인이랑  결혼식은 잘 치뤘나?,
72,258787,261822,"꼭 그런건 아냐, 괜찮다면 조용히 있고 싶어",
73,261824,263807,수다 떨 기분이 아니네,
74,263809,268646,눈 앞에 스쳐지나가는  인생을 감상하고 있을게,
75,271150,274335,너무 빨리 지나갔네 다시 해볼게,
76,278840,280691,눈 감고 손 내밀어,
77,280693,282627,특별한 걸 준비했어,
78,282629,285546,"하워드, 이번엔 안 속아",
79,294524,296107,별 목걸이네,
80,296109,297525,너무 이쁘다,
81,297527,298893,걸어줘,
82,298895,301479,한번만 해보고 돌려줘,
83,301481,304982,국제우주정거장에  가져갈 생각이야,
84,304984,307618,내가 돌아오면,
85,307620,311405,우주에서 따온  별이 될 거야,
86,314377,317027,다른 남자들이 준  선물은 비교도 안돼,
87,319881,322233,내 인생 최고의 선물이야,
88,322235,324535,정말? 그렇게 좋으면...,
89,324537,326420,눈 감고 손 내밀어,
90,330041,332643,마트에서 간식 사오려는데,
91,332645,338683,후르트룹스도 사올까?,
