,start,end,kor,eng
0,8531,10515,,Hello.
1,10517,11916,,"I'm Dr. Sheldon Cooper,"
2,11918,13551,,and welcome to the premiere episode
3,13553,18573,,of Sheldon Cooper Presents: Fun with Flags.
4,18575,22744,,"Over the next 52 weeks, you and I are going to explore"
5,22746,25830,,the dynamic world of vexillology.
6,25832,27866,,"Hang on, Dr. C."
7,27868,30001,,What's vexillology?
8,31404,34506,,Vexillology is the study of flags.
9,34508,36674,,Cool.
10,37960,40795,,I think I just learned something.
11,40797,42197,,Did you have fun doing it?
12,42199,44933,,I'll say.
13,44935,49087,,"Fun and information are two sides to this video podcast,"
14,49089,52307,,not unlike the only two-sided state flag--
15,52309,54642,,Oregon.
16,54644,56478,,"Oh, look."
17,56480,59531,,"Hello, Mr. Beaver."
18,59533,63051,,"In future episodes, we'll answer some burning questions:"
19,63053,65553,,What's the only non-rectangular flag?
20,65555,68406,,What animal appears most often on flags?
21,68408,71593,,What animal appears second most often on flags?
22,71595,73795,,And more.
23,74296,76464,,Sweet!
24,77383,79834,,Why are you waving a white flag?
25,79836,81136,,I'm surrendering...
26,81138,83321,,to fun.
27,85808,87926,,(laughs)
28,89095,93481,,"Now, today's episode of Fun with Flags is not fun,"
29,93483,95316,,but it is important.
30,95318,97619,,"""Flags: you gotta know how to hold 'em,"
31,97621,100772,,"you gotta know how to fold 'em."""
32,100774,104109,,Let's start by identifying the parts of our flag.
33,104111,107061,,"This edge is the hoist, and it's used to..."
34,107063,108780,,"Excuse me, sorry, excuse me."
35,108782,109864,,Cut.
36,109866,113034,,Did you not see we are rolling?
37,113036,114285,,Sorry. I'm having dinner with Penny.
38,114287,115703,,I have to get out of here.
39,115705,117455,,And I have flag knowledge
40,117457,119874,,that I have to get out of here!
41,123162,124796,,(sighs)
42,124798,125797,,You okay?
43,125799,127849,,"No, I'm a little rattled."
44,127851,131052,,"But like the flag over Fort Sumter, I'm still here."
45,133139,135156,,And... take two.
46,136008,138510,,Hello.
47,138512,139711,,"I'm Dr. Sheldon Cooper,"
48,139713,141146,,and welcome to the premiere episode
49,141148,145400,,of Sheldon Cooper Presents: Fun with Flags.
50,145402,149070,,"Over the next 52 weeks, you and I are going to explore"
51,149072,151306,,the dynamic world of vexillology.
52,152992,154859,,"Hang on, Dr. Cooper."
53,154861,157128,,What's vexillology?
54,157130,158730,,Vexillology is...
55,158732,161916,,why is there a face on that flag?
56,161918,163751,,It's Ferdinand T. Flag.
57,163753,166538,,I thought he might help bring in some younger viewers.
58,166540,168173,,Confound it!
59,168175,169757,,"You're right, it's brilliant. Let's take it from the top."
60,170926,174562,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
61,174564,177899,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
62,177901,179534,,¢Ü The Earth began to cool
63,179536,182070,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
64,182072,184739,,¢Ü We built the Wall ¢Ü   ¢Ü
65,184741,187408,,"¢Ü Math, Science, History, unraveling the mystery ¢Ü"
66,187410,188993,,¢Ü That all started with a big bang ¢Ü
67,188995,189472,,¢Ü   ¢Ü
68,189497,192897,,"Original Air Date on January 26, 2012"
69,192898,196198,,"== sync, corrected by   =="
70,196200,198202,,That was a really nice dinner.
71,198204,199787,,I'm glad you asked me out again.
72,199789,201823,,"Me, too; I missed you."
73,201825,204208,,You see me all the time.
74,204210,206544,,You sure you just don't miss the sex?
75,207746,210331,,"Well, yeah, sex with you is pretty great."
76,210333,213033,,Have you ever tried it?
77,213035,214302,,I have.
78,214304,216721,,You are not wrong.
79,216723,219140,,"I just think if we're gonna try dating again,"
80,219142,221259,,we should take things slow.
81,221261,223511,,"Oh, I can take it slow."
82,223513,225546,,Did I ever tell you about my first girlfriend
83,225548,227732,,"in high school, Karen Berberick?"
84,227734,231569,,To this day she doesn't know we were going out.
85,231571,236390,,Made it easier on her when I broke things off.
86,236392,239110,,"Okay, well, maybe not   slow."
87,239112,240445,,"How about this,"
88,240447,242062,,are you familiar with the typical development
89,242064,244499,,for computer software?
