,start,end,kor,eng
0,495,2779,저녁 때 새로운 거 먹을까?,
1,2780,5081,인도 요리?  텍스 멕스?,
2,5083,7217,인간이 포유류가 아닌,
3,7219,10420,도마뱀으로부터  진화했다면 어땠을까?,
4,12456,14674,그 주제로 넘어갔군,
5,16093,18812,도마뱀은 냉혈 파충류라,
6,18814,20897,스스로 체열을 낼 수 없어,
7,20899,23817,추울 때는  더 느리게 움직인지,
8,23819,26486,기상캐스터 도마뱀은  이렇게 말할 거야,
9,26488,29772,"스웨터를 준비하셔야겠어요, 느릿느릿한 날씨네요",
10,31775,34861,내 사고방식이 너무 좋다,
11,34863,36412,모두들 팬이야,
12,36414,37813,암튼 저녁은 뭐 먹을래?,
13,37815,42035,곤충이나 더 작은  도마뱀을 먹겠지,
14,42037,44037,서로의 꼬리를 뽑아서  구워먹어도 되겠다,
15,44039,46039,다시 자랄 테니까,
16,49827,53713,미스터 스팍  세움간판이 도착했다,
17,53715,57350,인간적 감정의 표출을 바라지 않겠지만,
18,57352,60186,신난다!,
19,61505,66676,"스팍 중령, 펼쳐질 수 있게  승인 부탁합니다",
20,66678,67677,실례할게,
21,67679,70179,승인되었습니다,
22,71782,74367,그러니까 똑똑한 원숭이일수록,
23,74369,76986,변을 더 많이  집어던지는 거야,
24,78489,80456,"에이미, 잠시 끼어들게",
25,80458,82492,"페니, 오늘 저녁에  시간 어때?",
26,82494,83859,애들이랑 어디 가기로 했어?,
27,83861,84994,"아니, 우리 둘만",
28,84996,88248,데이트처럼?,
29,88250,90166,"데이트처럼은 아니고,  데이트야",
30,94339,98341,그래,
31,98343,99342,그러지 뭐,
32,104232,107283,잘못된 스팍을 보냈네,
33,108402,112021,"오래 살고 꺼져라, 재커리 퀸토",
34,112022,114222,,
35,114223,116223,자막,
36,116264,118382,너무 신난다,
37,118384,120050,레너드랑 페니가  다시 합치면,
38,120052,122269,우리 커플이랑  더블 데이트하면 되잖아,
39,122271,126223,나랑 쉘든은 어쩌고?,
40,129561,131545,"페니, 아직 멀었어?",
41,131547,133547,잠깐,
42,134399,137401,너무 과한가?,
43,137403,139569,응 - 아니,
44,141139,144074,좀 기다려봐,
45,144076,147878,성적 매력을  감상할 줄 모르는군,
46,147880,150997,레너드랑 언제 깨졌어?,
47,150999,152766,2년 전,
48,152768,155051,왜 갑자기 불러내는 거지?,
49,155053,156002,모르겠어,
50,156004,157237,죽을 병에 걸렸을 수도 있어,
51,157239,159389,너무 낭만적이겠다,
52,159391,161508,레너드는 건강해,
53,161510,163460,안됐다,
54,163462,165962,죽을 병이라면  침대에 눕히고,
55,165964,169116,숨이 넘어갈 때까지  앞뒤로 흔들면 되는데,
56,171986,174654,이건 어때?,
57,174656,177674,괜찮을 수도 - 그건 아니다,
58,180529,182662,오늘 외박할 거야?,
59,182664,183997,절대 그럴 일 없어,
60,183999,185332,일단은 저녁만 먹고,
61,185334,187117,어떻게 되는지 봐야지,
62,187119,189369,죽을 병에 걸렸다면 같이 잘 생각 있어?,
63,189371,190987,뭐?,
64,190989,195342,성병이 아니라는 가정 하에,
65,195344,198795,머리에 창이 꽂혀서  죽어간다고 치자,
66,198797,200430,레너드는 안 죽어,
67,200432,203099,어떻게 알아?  네가 의사야?,
68,203101,205318,상상은 할 수 있잖아,
69,205320,208472,하워드가 부정맥을 앓고 있고,
70,208474,210173,나는 섹시한 심장병  전문의라고 상상하기도 해,
71,210175,215395,재밌는 건 내가  당담의사가 아니라는 거야,
72,217148,220066,오바하지 않을 거야,
73,220068,221568,그냥 저녁만 먹는 거잖아,
74,221570,223286,죽어가는 남자랑,
75,224856,226823,"에이미, 그만해",
76,226825,228208,너무 긴장된다,
77,228210,229493,진정해,
78,229495,231578,레너드는 항상  널 좋아했잖아,
79,231580,232796,잘 될 거야,
80,232798,236049,드디어 어색하지  않은 사이가 됐는데,
81,236051,238051,뭔가 잘못되면 어쩌지?,
82,238053,242672,그럼 더블데이트는  나랑 쉘든이 하겠네,
83,242674,246393,그러면 좋겠다,
84,246395,250096,"옷 갈아입자,  내 운명이 걸려있어",
85,257072,259623,길을 만들고 싶은데,
86,259625,262725,나무가 필요해,
87,262727,264961,너네는 나무 있어?,
88,271252,273470,왜 웃는지 이해가 안돼,
89,274805,278258,'카탄'은 길을 만들고  개척하는 게임이잖아,
90,278260,279709,그러려면 나무가 필요하고,
91,279711,283230,양은 있고 나무가 필요해,
92,285149,287267,양이랑 나무 교환할 사람?,
93,290254,292889,어때?,
94,292891,295559,그것보다 대체 왜 이러는 거야?,
95,295561,296476,무슨 소리야?,
96,296478,297944,페니랑 끝난 거 아냐?,
97,297946,300196,2년이나 마음고생하고  내 동생까지 더럽혔잖아,
98,300198,302765,이제야 잊었나 싶었는데,
99,302767,306102,"더럽히다니,  사귄 거였어",
100,306104,309639,'브라운 슈거'라고 부르더라,
101,309641,312475,내 기준으로는  더럽히는 거야,
102,312477,314010,내 의견도 말해줄까?,
103,314012,316446,제발 말해줘,
104,316448,318615,비꼬는 건가?,
105,318617,320951,아니,
106,320953,323253,그럼 말해줄게,
107,324488,328675,네가 페니의  백치미에 끌리는 건,
108,328677,332095,첫 관계와 정반대  성향이기 때문이지,
109,332097,334064,훌륭하지만 위협적인  엄마라는 존재,
110,334066,336316,그건 어디서 나온 생각이야?,
111,336318,339686,"너네 엄마가 책을 냈어, '애정결핍 아이의 욕심 채우기'",
112,341522,343806,그렇다고 사실은 아니잖아,
113,343808,346526,논픽션으로 분류되어 있거든,
114,346528,348795,이따 보자,
115,349664,351448,그 책을 영화화하면,
116,351450,354034,레너드 엄마 역에 딱인 배우가 있어,
117,354036,355719,산드라 블록,
118,356337,357587,왜?,
119,357589,361441,모든 면에서 완벽하니까,
120,363994,366296,무슨 얘기하고 있었지?,
121,366298,368465,"맞다, 나무 있냐고?",
122,370835,372636,나무가 필요한 것 뿐이야,
123,372638,374437,너무 딱딱하게 굴지 마,
124,383013,387734,전에 사귀던 사람과  첫 데이트를 뭐라고 부르지?,
125,387736,389819,좋은 질문이야,
126,389821,391354,어색하다고 표현하면 맞겠지,
127,391356,394374,적합하네,
128,396161,399913,처음 만난 사이라고  상상하면 어떨까?,
129,399915,401197,어떤지 보자,
130,401199,402215,그래,
131,404336,406886,"폴리, 그쪽에 대해  더 알고 싶어요",
132,407923,408922,페니라고 해요,
133,408924,410873,"미안해요, 분위기가 어색하네요",
134,414563,417814,네브라스카 출신이고  어릴 적부터 꿈이 있었어요,
