,start,end,kor,eng
0,7030,8631,"""왕좌의 게임""에 나온거야",It's from
1,8945,10177,어때?,What do you think?
2,10179,12080,잘 모르겠어,I don't know.
3,12082,14816,판타지에 나오는 칼들을 모을거면--,If we're going to start a fantasy sword collection--
4,14818,17819,사실 예전부터 그러고 싶었는데--,and I've long thought we should--
5,17821,20020,이 칼부터 모으는게 맞을까?,is this really the sword to start with?
6,20022,21739,그럼 어떤게 좋은데?,What did you have in mind?
7,21741,26077,"음, 일단 떠오르는 건, 엑스칼리버부터 모아야겠어","Well, off the top of my head, I'd have to go with Excalibur."
8,26079,28863,잉글랜드를 다스릴 힘을 준다잖아.,It gives you the right to rule England.
9,28865,31666,그냥 영화에 나오는  복제품(replica)일 뿐이야.,It would be a replica of a movie prop.
10,31668,33835,그렇네.,Fair enough.
11,33837,37255,그러면 짝퉁(replica) 잉글랜드를  다스릴 힘을 주겠지.,It'd give you the right to rule a replica of England.
12,37257,39557,"근데 여기에 엑스칼리버는 없네,","Well, they don't have an Excalibur here,"
13,39559,41259,어쩌지 그럼?,so what do you want to do?
14,41261,43945,"음, 어려운데.",Mm. Tough decision.
15,43947,46564,"""반지의 제왕""에 나오는 무기는",There's no weaponry from
16,46566,50050,중국산 짝퉁도 안가져다 놨고...,forged in a Chinese sweatshop?
17,50052,53154,"저기 ""빌보 배긴스""의 칼로 하자",Just Bilbo Baggins' sword over there.
18,53156,57742,어른 둘이 호빗 단검을?? 멍청해 보이잖아.,Two grown men with a hobbit's dagger; wouldn't we look silly?
19,59611,60895,"됐어, 이걸로 하자.","Okay, let's go for it."
20,60897,62914,이거 내가 아끼는 건데,"Oh, I see you guys have"
21,62916,64015,멋지지?,found my little treasure.
22,64017,65783,응.,Yeah.
23,65785,67118,그냥 뭐 괜찮네.,"It's okay, I guess."
24,67120,68736,그냥 괜찮다고?? 죽여주는데?,Okay? It's magnificent.
25,68738,70505,쉿쉿쉿쉿,Buh-buh-buh-buh!
26,72341,73908,얼마에 팔거야?,What do you want for it?
27,73910,76177,음 TV 드라마에 나온 물건은,"Oh, it's hard to put a price on something"
28,76179,78830,부르는게 값이긴 한데,that's a copy of something that was on pay cable.
29,79798,82216,너네는 친구니까 250불 어때?,"But for my friends, let's say 250?"
30,82218,84469,야 그건 너무 비싼데,"Oh, that's pretty steep."
31,84471,85536,이거 한정판이야,"Well, it's a limited edition."
32,85538,88773,딱 8천개밖에 없다고,"They only made 8,000 of these bad boys."
33,88775,90224,8천개밖에 없어?,"Only 8,000?"
34,90226,92360,이거 놓치면 안되겠네 얼른 사자,We're wasting precious time. Buy it.
35,92362,94195,기다려봐,Hang on.
36,94197,96263,좀 깎아줄수 없어?,Can you do any better?
37,96265,97565,장난해?,Are you kidding?
38,97567,99317,벌써 가족&친지 할인 해줬잖아,I'm already giving you the friends and family discount.
39,99319,100451,들었어?,"Oh, did you hear that?"
40,100453,101953,가족&친지 할인 해준다잖아,We're getting the friends and family discount.
41,101955,104388,할인 고마워 이걸로 할게,We are honored and we will take it.
42,104390,105606,기다려봐 좀,Slow down.
43,105608,106908,200불?,Two hundred.
44,106910,107909,빨리 좀 하자,What are you doing?
45,107911,109660,250불도 깎아 준거라잖아,250 is already the discounted price.
46,109662,111579,입 좀 닫고 있어봐,Will you shut up?
47,111581,112747,그럼 235불까지는 해줄게,"Tell you what, I'll go 235."
48,112749,114165,에이 그래도 안되겠어,Nope. Maybe another time.
49,114167,116067,야 225불 최대한 깎은거야,"Okay, 225-- my final offer."
50,116069,118753,사자! 사자!,"Take it, take it."
51,118755,120588,200불,Two hundred.
52,120590,122340,아주 날 잡았네 오늘!,"Man, you're killing me!"
53,122342,124725,날을 잡아?  나는 숨도 못쉬겠어 지금,Killing you? I can't breathe.
54,125394,127828,"210불, 손해보고 파는거야","210, and I'm losing money."
55,127830,130681,손해보고 판다잖아 레너드. 미안해,"Oh, now, we can't let him lose money, Leonard. I'm so sorry."
56,130683,133851,210불에 아이언맨 헬멧까지 끼워서,210 and you throw in the Iron Man helmet.
57,133853,135019,제 정신이야?,Are you crazy?
58,135021,136654,Robert Downey Jr. 싸인받은 거라고,That helmet's signed by Robert Downey Jr.
59,136656,137855,근데?,So?
60,137857,139640,야 영화 주인공 싸인도 받은,"Okay, if you're going to question"
61,139642,142210,플라스틱 헬멧의 중요성까지,the importance of an actor's signature on a plastic helmet
62,142212,144111,의심해야 한다면,"from a movie based on a comic book,"
63,144113,147848,우리가 살아있는 거도 의미가 없어!,then all of our lives have no meaning!
64,150869,152420,그래 알았다,"Okay, fine."
65,152422,153754,칼만 해서 210불,"Just the sword, 210."
66,153756,155323,Thank you.,Thank you.
67,155325,156791,이번 주에는 고기먹을 수 있겠다,I can eat meat this week.
68,158710,159710,봤지?,See that?
69,159712,161012,40불이나 아꼈잖아.,I just saved us 40 bucks.
70,161014,163347,내가 예전부터 너 공부는  못한다고 했는데,"I've long said, what you lack in academic knowledge"
71,163349,166050,생활력은 강하네.,you make up for in street smarts.
72,166052,167167,포장해줄까?,You want me to wrap it?
73,167169,168168,아니 됐어,"No, it's okay."
74,168170,170021,이 친구 가슴팍에 꽂아서 가지고 갈래.,I'm gonna stab my friend in the chest.
75,171139,173057,안녕 스튜어트,"Hey, Stuart."
76,173059,174125,아 안녕 윌,"Ah, hey, Wil."
77,174127,177445,잘 있었나 윌 위튼.,"Hello, Wil Wheaton."
78,177447,179363,안녕 쉘든,"Hi, Sheldon."
79,179365,180398,칼 멋지네,Nice sword.
80,180400,182400,나의 소장용 칼 중의 하나지,It's part of my sword collection.
81,182402,184819,넌 소장용 칼 없지? - 없는데,Do you have a sword collection? - No.
82,184821,187738,그럴 줄 알았어.,I'm not surprised.
83,187740,190207,이거 니가 주문한 배트맨 612화,Here's the Batman 612
84,190209,192710,Jim Lee 특별커버판이야,with the Jim Lee alternate cover that you wanted.
85,192712,194579,"멋지네, 얼마 주면 되지?",Awesome. What do I owe you?
86,194581,195379,40불.,40 bucks.
87,195381,196414,가격도 좋네.,Good deal.
88,196416,197715,병신.,Sucker.
89,197717,200251,가족&친지 할인되는지  물어보지도 않았어.,Didn't even ask for the friends and family discount.
90,200253,202053,"야 금요일에 우리 집에서 파티하는데,","Hey, I'm having a party at my house on Friday,"
91,202055,203537,너두 와.,and I was hoping you would stop by.
92,203539,204805,여자들도 오지?,Will there be girls there?
93,204807,205756,그럼 당연하지,"Yeah, of course."
94,205758,209093,저번에는 없길래...,'Cause there wasn't last time.
95,209095,212063,여자들도 올거야.,There will be girls.
96,212065,214765,너네들도 오고 싶으면 와도 돼,You guys are invited if you want to come by.
97,214767,216383,Thank you.,Thank you.
98,216385,217384,"All right, great.","All right, great."
99,217386,218903,다음에 보자,Later.
100,220772,222556,네 속셈을 알겠다,I see what you're doing.
101,222558,224241,내 숙적이 여는 파티에,You accept an invitation
102,224243,226460,간다고 해놓고,"to a party at the home of my sworn enemy,"
103,226462,228195,걔가 우리도 온다고 얘기했는데,"he tells everyone we're going to be there,"
