,start,end,kor,eng
0,13139,14439,무슨 짓이야?,What the hell?
1,14441,16140,비상 대비 훈련이야,Emergency preparedness drill.
2,16142,18592,뭐야 - 알면서 왜 그래,"Oh, no, come on! - Yeah, you know how it works."
3,18594,21229,석 달에 한번은 해야 돼,"Once a quarter, keep our readiness up."
4,21231,23481,일어나라 잠꾸러기야,"Now, rise and shine, sleepy head."
5,23483,26067,마을 전체의 반은  죽었을 거야,Half the town is probably dead.
6,26069,30087,자물쇠를 채우던지 해야지,I have to get a lock for my door.
7,30089,32123,이번 훈련은 너도 좋아할걸,I think you'll like the drill tonight.
8,32125,33658,재밌게 준비해봤어,I've tried to make it fun.
9,33660,34992,각 카드에,Each of these cards
10,34994,38629,세계 종말을  다르게 예측해봤어,contains a detailed scenario of a possible apocalyptic event.
11,38631,40748,산불도 있고,Everything from wild fires
12,40750,44168,캐나다의  기습 공격까지,to a surprise invasion by Canada.
13,44170,46721,재앙을 하나 골라봐,"Pick a catastrophe, any catastrophe."
14,47789,52793,캐나다는 캘리포니아를  침략하지 않을 거야,"Sheldon, Canada is not going to invade California."
15,52795,54362,그래?,"Yeah, really? You think those hippies"
16,54364,56998,워싱턴과 오레곤의 히피들이 막을 수 있을까?,in Washington and Oregon can stop them?
17,58133,60084,알았어,Fine.
18,60936,62136,어디 보자,All righty!
19,62138,65823,규모 8.2의 강진이  패서디나를 강타,"""An 8.2 magnitude earthquake devastates Pasadena,"
20,65825,67775,건물들은 무너져 내리고,"""reducing mighty edifices to dust,"
21,67777,69827,도시는 불에 타오르며,"""engulfing the city in flames."
22,69829,71478,거리는 피바다로 변한다,"""The streets flow with blood"
23,71480,73531,죽어가는 시민들의 울음으로 가득찬다,"and echo with the cries of the wounded."""
24,73533,75249,탁월한 선택이야,"Oh, excellent choice."
25,75251,77535,안전모랑 안전조끼 착용해,"Now, put on your hardhat and safety vest."
26,77537,78836,신난다,"Oh, fun."
27,78838,81655,또 쪽팔리게 집앞에서 이래야 하나,I get to spend another night in front of our apartment
28,81657,84592,'빌리지 피플' 복장 같잖아,dressed like one of the Village People.
29,84594,86427,석 달에 한번 하는 농담인데,You make that joke every three months.
30,86429,87628,아직도 이해가 안 가,I still don't get it.
31,87630,89964,"레너드, 잠깐",Leonard... wait.
32,89966,90932,뭐 하는 거야?,What are you doing?
33,90934,93518,"나도 몰라,  내가 뭘 하고 있지?","I don't know, what am I doing?"
34,93520,94685,주변을 둘러봐,Look around you--
35,94687,98055,가상적인 유리 파편을  조심해야지,there's hypothetical broken glass everywhere.
36,98057,100174,보조 기구 없이  종말을 대면하겠다고?,Really? You're going to face Armageddon
37,101811,104512,맘대로 해,Your choice.
38,104514,106847,가상 여진이다!,"Uh-oh, hypothetical aftershock!"
39,109202,111485,그러니까 안전모를 써야지,And that's why we wear hardhats.
40,131864,135864,,"Original Air Date on February 2, 2012"
41,135865,139865,자막,"== sync, corrected by   =="
42,140918,142952,NASA에서 공식 발표를 했어,Check it out-- press release
43,144256,146690,31원정대가 이번 봄에,"Um, ""Expedition 31 will launch this spring"
44,146692,148558,국제우주정거장으로  출발한다,"""to the International Space Station."
45,148560,152095,이번 원정대는  선장 톰 '톰보' 존슨,"""Crew members will include Commander Tom 'Tombo' Johnson,"
46,152097,154731,비행사 마이크 '슈퍼노바' 노바체릭,"""Astronaut Mike 'Supernova' Novacelik"
47,154733,157332,그리고 탑승 과학 기술자 하워드 왈로위츠로 이뤄졌다,"and Payload Specialist Howard Wolowitz."""
48,158303,162572,유대교 회당  뉴스레터에도 알려야지,This is going right into my synagogue's newsletter.
49,163574,164991,우주 비행사가 될거면,"D-Dude, if you're going to be an astronaut,"
50,164993,167243,멋진 별명 좀 골라봐,you need to pick a cool nickname.
