,start,end,kor,eng
0,4336,9318,과학에 대한 흥미를 유발할 방법이 생각났어,
1,10037,13006,물리 Mad-Libs,
2,14541,16809,숫자를 하나 말해봐 - 5,
3,18313,20596,무리수 상수도,
4,20598,22265,e,
5,22267,23850,재밌는 그리스 문자,
6,23852,25068,감마,
7,25070,26769,그게 재밌어?,
8,26771,28738,입실론,
9,28740,30106,좋았어,
10,30824,32892,전하도 정해줘,
11,32894,34193,양전하,
12,34195,35528,완벽해,
13,35530,37563,"자, 들어봐",
14,38867,45204,존스 교수는 뮤온 질량 계산법을 새로 제안했다,
15,45206,50960,5 lim e^υ,
16,53380,54847,아냐,
17,54849,55848,다시 해볼게,
18,55850,57100,존스 교수는...,
19,60304,62271,오랜만에 빵 터졌네,
20,62273,65257,레너드가 곱셈 실수를 한 이후로,
21,65259,67927,"아, 그것도 웃겼지",
22,67929,69645,자리 올림을  한 줄 알았는데,
23,69647,70947,아니더라고,
24,72667,73900,심각해,
25,73902,75318,출판되기까지 했다고,
26,75320,78037,너무 웃겨서  오줌 쌀 지경이야,
27,78039,81273,시버트 총장님 오신다,
28,81275,82942,여긴 어쩐 일이지,
29,82944,84077,표정이 썩었네,
30,84079,85244,쉘든을 찾고 있나봐,
31,85246,86278,쿠퍼 박사?,
32,86280,87113,거봐,
33,87115,88498,"안녕하세요, 총장님",
34,88500,93719,제안함에 넣은 쪽지를 읽어보셨나 보네요,
35,93721,97123,제안함을 아무데나 설치하지 말아주게,
36,97125,99509,서면 제안도 싫어하시고,
37,99511,103012,화장실에서 소변 도중 얘기하는 것도 싫어하시고,
38,103014,107967,남의 말에 귀를 기울이지 않는 것처럼 보일 수 있어요,
39,107969,112405,쿠퍼 박사가 휴가를  거부한다고 들었어요,
40,112407,114073,전 휴가 없어도 돼요,
41,114075,115324,필수 사항이라네,
42,115326,117410,허락없이 설치한 제안함에,
43,117412,120079,가장 많이 받는 질문이,
44,120081,122849,"""쿠퍼 박사는  휴가 안 가나요?""",
45,123750,124984,그럼 그렇게 정리하고,
46,124986,127703,"모두 월요일에 봅시다, 쿠퍼는 빼고",
47,127705,129088,일하러 나오지 않는다면,
48,129090,130540,뭘 해야 되는 거죠?,
49,130542,132875,"독서, 휴식, 여행",
50,132877,135962,이 시기에는 아프가니스탄을 추천하네,
51,137831,139549,비꼬는 거야?,
52,139551,141634,"아냐, 꼭 가봐",
53,163030,167030,,
54,167031,171031,자막,
55,191960,193627,세상에,
56,193629,196263,돼지 멱 따는  소리 좀 그만 내,
57,198834,200500,대체 뭐하는 거야?,
58,200502,203253,귀에서 피 흘리고 있지,
59,203255,205221,왜 뒷좌석에 숨었냐고,
60,205223,206506,몰래 출근하는 거야,
61,206508,209959,경비가 담요 밑에 뭐가 있냐고 물어보면,
62,209961,212395,바닷가재 통발이라고 해,
63,212397,214731,바닷가재 통발? - 응,
64,214733,216016,베마랑 스쿠비도,
65,216018,218801,그렇게 해서 섀기를 등대에 몰래 데리고 갔어,
66,218803,222072,들어간 다음에는?,
67,222074,223823,사람들이 알아볼텐데,
68,224659,227077,과연 그럴까?,
69,230748,234034,"알았어,  담요 속으로 들어가",
70,234036,235368,데려다 줄게,
71,236787,238288,노래는 그만,
72,239957,241992,알았어,
73,245546,247931,내 폰에 GPS 있어,
74,247933,250800,방금 유턴했잖아,
75,251936,254220,하워드를 설득했나보네,
76,254222,257674,클링곤 언어로 만든 청첩장이 아니군,
77,257676,260660,뒷면을 봐,
