,start,end,kor,eng
0,1419,3118,,(knocking)
1,3143,6154,,Hi. Did Sheldon change the Wi-Fi password again?
2,6706,8915,,"Yeah, it's ""Penny already eats our food."
3,8916,11517,,"She can pay for Wi-Fi."""
4,12271,13638,,No spaces.
5,13640,14939,,Okay.
6,14941,16741,,"If you can't get me to stop eating your food,"
7,16743,18776,,what makes you think you can get me to stop using your Wi-Fi?
8,18778,21112,,I believe that you're capable of great change.
9,21114,25516,,"Like when I finally got you to stop saying ""Valentimes Day"""""
10,26619,27759,,You want to hear something weird?
11,27784,28587,,Sure.
12,28588,30321,,"In the year 2000,"
13,30323,35627,,Pope John Paul II was named an honorary Harlem Globetrotter.
14,37429,39831,,What are you talking about?
15,39833,42967,,You asked Penny if she wanted to hear something weird.
16,42969,45570,,"Yeah, because I have something weird to tell her."
17,45572,47005,,Oh.
18,47007,49240,,I thought it was a game.
19,50075,51843,,What's yours?
20,51845,53978,,"There's this guy, Jimmy Speckerman,"
21,53980,56214,,who used to torment me in high school.
22,56216,58182,,He sent me a message through Facebook.
23,58184,60551,,He's in town and wants to have drinks.
24,60553,63621,,"Okay, Penny, if it were a game, here are your choices."
25,63623,65323,,"An e-mail from an old acquaintance,"
26,65325,68226,,or the head of one of the largest religious institutions
27,68228,71996,,"in the world slam dunking to ""Sweet Georgia Brown."" Pick."
28,74867,78102,,"Just do it, 'cause he's not gonna let it go."
29,78104,79370,,Basketball Pope.
30,79372,81439,,And that's how it's done.
31,82975,84809,,What are you gonna do about your bully?
32,84811,86744,,Are you gonna see him? - I don't know.
33,86746,90114,,Is this the fellow who peed in your Hawaiian Punch?
34,90116,92550,,"No, that was a different guy."
35,92552,94986,,"Was he the one who wedgied you so hard,"
36,94988,96254,,"your testicle reascended,"
37,96256,98022,,and you spent your whole Christmas break
38,98024,100558,,waiting for it to come back down?
39,102594,105830,,"No, that was a different, different guy."
40,105832,109834,,Was he the one who used your head to open a nut?
41,109836,111903,,No.
42,111905,113604,,"Oh, oh, oh."
43,113606,116774,,Was he the one who made you eat your arm hair?
44,117843,119110,,"No, but, actually,"
45,119112,120912,,that was this guy's sister.
46,120914,122880,,"All right, well, what do you think he wants?"
47,122882,124115,,I don't know.
48,124117,126184,,"You know, the holidays are just around the corner."
49,126186,127318,,Maybe he wants to see
50,127320,129187,,if he can lodge the other testicle up there.
51,129189,132290,,I told you. That was a different guy.
52,132292,134359,,Hmm. That's too bad. We could have spent
53,134361,137195,,New Year's Eve waiting for the ball to drop.
54,144136,147805,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
55,147807,151109,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
56,151111,152710,,¢Ü The Earth began to cool ¢Ü
57,152712,155246,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
58,155248,157949,,¢Ü We built the Wall ¢Ü ¢Ü   ¢Ü
59,157951,160585,,"¢Ü Math, Science, History, unraveling the mystery ¢Ü"
60,160587,162520,,¢Ü That all started with a big bang ¢Ü
61,162522,164489,,¢Ü   ¢Ü
62,164514,167514,,"Original Air Date on December 8, 2011"
63,167539,170539,,"== sync, corrected by   =="
