,start,end,kor,eng
0,1804,6764,반양성자에 스핀을  반대로 바꾸고,
1,6765,10684,감마가 알파로 변하고,
2,10686,15856,"(-i,0) 매트릭스로 곱하면",
3,15858,17140,결정적 증거를 얻었군,
4,17142,22646,9시 이후에는  돌대가리가 된다는 걸,
5,48472,52309,알겠다,
6,52311,54060,무슨 수작인지 뻔하네,
7,54062,57898,할로윈 전이라  장난 치는 거지?,
8,64439,67023,귀신 울음소리,
9,67025,69075,찰랑거리는 쇠사슬,
10,69077,71027,낄낄대는 마녀,
11,71029,74731,흉가의 3대 구성 요소지,
12,74733,78118,비명 대신에 하품이 나오네,
13,86744,89429,벽에는 피가 흐르지만,
14,89431,93099,페놀프탈렌 지시약을,
15,93101,96353,탄산나트륨 용액에  넣은 거잖아,
16,99724,102092,'지옥에서 보자 쉘든',
17,102094,106646,여기서 제일 무서운 건  쉼표가 빠졌다는 거야,
18,113822,116122,이건 조금 괜찮았어,
19,116124,119659,빨랫줄을 타고 내려오는  야광 해골,
20,119661,122445,"이제 나와라, 장난꾸러기들",
21,122447,124614,얼굴 좀 보자,
22,128587,130253,네 표정이 예술이었어,
23,130255,136626,살짝 놀라서  동공이 커진 것 뿐이야,
24,136628,138645,무서웠다고 인정 좀 하지,
25,138647,142799,무서우려면  깜짝 놀라야 하는데,
26,142801,143850,모두 알다시피,
27,143852,146102,내가 훨씬 똑똑하니까,
28,146104,149906,너네가 어떻게 나올지  예상할 수 있어,
29,149908,153777,그러니 내가 놀랄  일은 절대 없지,
30,153779,155161,맞아,
31,155163,157197,너무 똑똑해서 안 먹히네,
32,164656,166823,기절하는 데에 돈 건 사람?,
33,166825,168091,난 오줌 쌀 거라고 했어,
34,168093,169626,어디 보자,
35,169628,171344,모두의 예상이 맞았네,
36,191531,194631,,
37,194632,197732,자막,
38,197748,199263,"조심해, 쉘든",
39,199264,202516,캐스퍼라는 꼬마 유령이야,
40,202518,204734,웃기시네,
41,204736,207070,오줌 지린 성인 남자가,
42,207072,209322,기절한 것보다는 재미없지,
43,209324,211825,꽤 재밌네,
44,211827,213360,암모니아 냄새도 나고,
