,start,end,kor,eng
0,8531,10515,안녕하세요,
1,10517,11916,쉘든 쿠퍼 박사입니다,
2,11918,18573,'쉘든과 깃발 배우기'의 첫 회를 시청하고 계십니다,
3,18575,25830,앞으로 52주 동안 저와 함께 기학을 공부해보죠,
4,25832,27866,"쿠퍼 박사님, 잠깐만요",
5,27868,30001,기학은 뭔가요?,
6,31404,34506,기학은 깃발을 다루는 학문입니다,
7,34508,36674,멋지네요,
8,37960,40795,방금 뭔가 배운 것 같아요,
9,40797,42197,재밌었나요?,
10,42199,44933,물론이죠,
11,44935,49087,이 비디오 팟캐스트는 재미와 정보를 모두 제공합니다,
12,49089,52307,양면이 다른 깃발처럼 말이에요,
13,52309,54642,오레곤,
14,54644,56478,이것 보세요,
15,56480,59531,"안녕, 미스터 비버",
16,59533,63051,다음 에피소드에는 모두의 궁금증을 풀어드립니다,
17,63053,65553,직사각형 모양이  아닌 깃발은?,
18,65555,68406,깃발에 제일 많이 등장하는 동물은?,
19,68408,71593,두번째로 제일 많이 등장하는 동물은?,
20,71595,73795,여러가지를 준비했어요,
21,74296,76464,짱!,
22,77383,79834,왜 백기를 흔드시나요?,
23,79836,81136,항복하는 거죠,
24,81138,83321,너무 재밌어서요,
25,89095,93481,오늘 에피소드는 재밌지는 않지만,
26,93483,95316,매우 중요합니다,
27,95318,97619,깃발을 잡는 법과,
28,97621,100772,접는 법에 대해 배워봅시다,
29,100774,104109,우선 깃발의 각 부분을 살펴보죠,
30,104111,107061,깃대에 가까운 부분을 호이스트라고 부릅니다,
31,107063,108780,실례할게,
32,108782,109864,컷,
33,109866,113034,촬영 중인 거 안 보여?,
34,113036,114285,"미안, 페니랑 저녁 약속이 있어서",
35,114287,115703,지금 나가야 해,
36,115705,117455,나한테는 깃발에 대한 지식이 있는데,
37,117457,119874,꼭 내보내야 한다고,
38,124798,125797,괜찮아?,
39,125799,127849,"아니, 살짝 짜증이 나네",
40,127851,131052,그래도 포트 섬터의  깃발처럼 아직 펄럭이고 있어,
41,133139,135156,테이크 투,
42,136008,138510,안녕하세요,
43,138512,139711,쉘든 쿠퍼 박사입니다,
44,139713,145400,'쉘든과 깃발 배우기'의 첫 회를 시청하고 계십니다,
45,145402,151306,앞으로 52주 동안 저와 함께 기학을 공부해보죠,
46,152992,154859,"쿠퍼 박사님, 잠깐만요",
47,154861,157128,기학은 뭔가요?,
48,157130,158730,기학은...,
49,158732,161916,깃발에 얼굴은 왜 그렸어?,
50,161918,163751,퍼디난드 T. 깃발이야,
51,163753,166538,젊은 시청자를 끌어들이려고,
52,166540,168173,그렇군,
53,168175,169757,"훌륭한 생각이야, 처음부터 다시 하자",
54,189497,192897,,
55,192898,196198,자막,
56,196200,198202,정말 즐거운 시간이었다,
57,198204,199787,이렇게 불러줘서 고마워,
58,199789,201823,"나도, 그리웠어",
59,201825,204208,매일 보는데 뭘,
60,204210,206544,섹스가 그리운게 아니고?,
61,207746,210331,너랑 하는 섹스는 환상적이거든,
62,210333,213033,해본 적 있어?,
63,213035,214302,해봤지,
64,214304,216721,네 말이 맞아,
65,216723,219140,다시 데이트를 한다면,
66,219142,221259,진도를 천천히 하면 좋겠어,
67,221261,223511,그런 거라면  난 자신 있어,
68,223513,227732,고등학교 때 첫 여자친구 캐런 알아?,
69,227734,231569,지금까지도 우리가 사귀었던걸 모르더라,
70,231571,236390,덕분에 헤어질 때는 좀 수월했지만,
71,236392,239110,그렇게까지 느릴 필요는 없어,
72,239112,240445,이러면 어때,
73,240447,244499,컴퓨터 소프트웨어의 개발 절차에 대해 알고 있나?,
74,244501,247502,재미를 위해 모른다고 할게,
75,247504,249570,프로그램이 배포되기 전에,
76,249572,250922,시범 운영을 하지,
77,250924,252590,우리도 그러면 되지,
78,252592,255676,잘 안 풀리면 화를 내지 말고,
79,255678,257595,"'앗, 버그를 발견했다'",
80,257597,260414,문제점을 보고하고 고쳐나가는 거야,
81,260416,262383,베타 테스트처럼?,
82,262385,265436,정확히 말하자면 알파 테스트야,
83,265438,269089,베타 테스트는 개발에 참여하지 않은 사람들이...,
84,269091,272109,베타 테스트를 아는 것 자체가 대단하지 않아?,
85,272111,273861,"응, 그렇지",
86,273863,274896,물론이지,
87,274898,276263,내가 너무  아는 척 했다,
88,276265,278533,우리의 첫 버그였어,
89,278535,279934,네가 보고를 했으니,
90,279936,281118,난 고칠 수 있어,
91,281120,282453,봤지? 이건 효과가 좋다고,
92,282455,283871,그래,
93,283873,285105,한번 해보자,
94,285107,287107,서로 리스트를 작성하고,
95,287109,288442,나중에 교환하자,
96,288444,290878,알았어,
97,290880,293447,"잘자, 레너드 - 잘자",
98,297970,299453,"좋았어, 호프스태더",
99,299455,304291,소프트웨어 개발에 비유하면  퍽이나 좋아하겠다,
100,305827,307294,돌아왔다,
101,307296,308930,컷,
102,312401,315453,테이크 47,
103,318407,321409,깃발에 대해  재밌는 사실이 있어,
104,321411,323644,어디 한번 들어보자,
105,323646,328065,리히텐슈타인과 아이티 깃발이 같은 건 우연이래,
106,328067,332987,1936년 올림픽에서 서로  경쟁하기 전까지는 몰랐대,
107,332989,333955,다행인 것은,
108,333957,337842,그 시기에 파시즘이 대두되면서 덜 주목받았어,
109,340512,341929,새 휴대폰 좀 볼까,
110,341931,343831,출근길에 하나 샀어,
111,343833,346851,나랑 같이 비닐 벗길래?,
112,346853,348719,정말?,
113,348721,351188,내가?,
114,351190,352673,그게 제일 짜릿한  순간이잖아,
115,352675,353941,한쪽 잡아,
116,355177,357211,"카우보이,  뭐가 그렇게 급해?",
117,358196,359697,이 순간을 즐기자,
118,376081,377498,카우보이 얘기가 나와서 그런데,
