,start,end,kor,eng
0,3143,6154,쉘든이 와이파이  비번 또 바꿨나?,Hi. Did Sheldon change the Wi-Fi password again?
1,6706,8915,'페니는 밥도 얻어 먹으니  공짜 와이파이는 안돼'로 바꿨어,"Yeah, it's ""Penny already eats our food."
2,12271,13638,공백 없이,No spaces.
3,14941,16741,지금까지 계속 얻어 먹었는데,"If you can't get me to stop eating your food,"
4,16743,18776,와이파이라고 못 쓸거 같아?,what makes you think you can get me to stop using your Wi-Fi?
5,18778,21112,넌 변할 수 있다고 믿어,I believe that you're capable of great change.
6,21114,25516,이제는 '발렌타임'이라  잘못 말하지 않잖아,"Like when I finally got you to stop saying ""Valentimes Day"""""
7,26619,27759,이상한 얘기 들려줄까?,You want to hear something weird?
8,27784,28587,그래,Sure.
9,28588,30321,2000년에 요한 바오로 2세가  할렘 농구단 명예 선수가 됐어,"In the year 2000,"
10,37429,39831,무슨 소리야?,What are you talking about?
11,39833,42967,페니한테 이상한 얘기 해준다며,You asked Penny if she wanted to hear something weird.
12,42969,45570,"응, 내가 할 말이 있다고","Yeah, because I have something weird to tell her."
13,47007,49240,게임인 줄 알았지,I thought it was a game.
14,50075,51843,하려던 얘기가 뭔데?,What's yours?
15,51845,53978,지미 스페커맨이라는 애가 있는데,"There's this guy, Jimmy Speckerman,"
16,53980,56214,고등학교 때  날 엄청 괴롭혔지,who used to torment me in high school.
17,56216,58182,페이스북 쪽지가 왔더라고,He sent me a message through Facebook.
18,58184,60551,만나서 한 잔 하재,He's in town and wants to have drinks.
19,60553,63621,만약 이게 게임이었다면  뭘 고를래?,"Okay, Penny, if it were a game, here are your choices."
20,63623,65323,옛친구로부터 온 이메일 혹은,"An e-mail from an old acquaintance,"
21,65325,68226,종교지도자가 재즈곡에 맞춰  선보이는 슬램덩크 묘기?,or the head of one of the largest religious institutions
22,74867,78102,안 고르면 피곤해,"Just do it, 'cause he's not gonna let it go."
23,78104,79370,농구 교황,Basketball Pope.
24,79372,81439,"그럼, 그래야지",And that's how it's done.
25,82975,84809,그래서 넌 어떡할 건데?,What are you gonna do about your bully?
26,84811,86744,깡패는 만날 생각이야? - 모르겠어,Are you gonna see him? - I don't know.
27,86746,90114,네가 마시던 하와이안  펀치에 오줌 싼 애야?,Is this the fellow who peed in your Hawaiian Punch?
28,90116,92550,"아니, 그건 다른 애였어","No, that was a different guy."
29,92552,94986,바지를 너무 세게 들어올려,"Was he the one who wedgied you so hard,"
30,94988,96254,고환이 윗쪽으로  당겨지게 만든 애야?,"your testicle reascended,"
31,96256,98022,크리스마스 내내 고환이  내려오길 기다려야 했잖아,and you spent your whole Christmas break
32,102594,105830,"아니, 그것도 다른 애였어","No, that was a different, different guy."
33,105832,109834,네 머리로  호두를 깨려던 애야?,Was he the one who used your head to open a nut?
34,109836,111903,아니,No.
35,113606,116774,그럼 겨드랑이 털을  억지로 먹인 애?,Was he the one who made you eat your arm hair?
36,117843,119110,그건 이 자식 누나였어,"No, but, actually,"
37,120914,122880,만나서 어쩌자는 걸까?,"All right, well, what do you think he wants?"
38,122882,124115,몰라,I don't know.
39,124117,126184,곧 연말이 다가오잖아,"You know, the holidays are just around the corner."
40,126186,127318,반대쪽 고환도  당겨주려는 거 아닐까?,Maybe he wants to see
41,129189,132290,그건 다른 놈이 한 짓이라고,I told you. That was a different guy.
42,132292,134359,아쉽다,Hmm. That's too bad. We could have spent
43,134361,137195,공이 떨어지길 기다리면서 새해를 맞이하고 싶었는데,New Year's Eve waiting for the ball to drop.
44,164514,167514,,"Original Air Date on December 8, 2011"
45,167539,170539,자막,"== sync, corrected by   =="
46,171540,173707,새벽 2시인데 안 자?,It's 2:00 a.m. What are you doing up?
47,173709,178712,스톡홀름에서 노벨상  시상식 생방 중이야,Nobel Prize acceptance ceremony streaming live from Stockholm.
48,178714,180214,올해는 과학자들이  뭘 입었는지 궁금하겠네,Sure. You want to see
49,183085,184985,이 사람들 좀 봐,Look at these men.
50,184987,188255,과학 분야에서 제일  명예로운 상을 받았어,They've managed to win the top science prize in the world
51,188257,191091,초기 우주 팽창에 대한  양자 이론의 이해력이,with no more understanding of the quantum underpinnings
52,193195,195262,신이 거위에게 선사한 수준과 비슷한데 말야,than God gave a goose.
53,196965,198098,너도 보면 좋을 걸,"You should pay attention, Leonard."
54,198100,199933,언젠가는 너도  오를 수 있는 무대야,Someday this could be you up there.
55,200802,202336,고마워,Thanks.
56,203639,205139,너는 왜 안 자는데?,what's got you up?
57,205141,207574,상한 조개라도 먹었어?,Did you have a bad clam?
58,207576,209243,조개 안 먹었어,I didn't have clams.
59,209245,211178,널 24시간 지켜보지 않으니,I don't watch you 24 hours a day.
60,211180,213280,뭘 하는지 당연히 모르지,I don't know what you do.
61,213282,216350,지미 때문에 그래,It's this Jimmy Speckerman thing.
62,216352,219319,만나야 할지 모르겠어,I can't decide if I should agree to see him or not.
63,219321,220587,지난 번 만났을 때 안 좋은 추억이 있어,Of course that might be
64,222558,225225,운동화끈을 치실처럼  쓰게 만들었거든,he made me floss with my own shoelaces.
65,225227,227661,끈 없는 로퍼를 신어,Wear loafers.
66,227663,231198,저기 사울 펄무터 좀 봐라,"Look at Dr. Saul Perlmutter up there,"
67,231200,233400,노벨상을 꼭 끌어 안았네,clutching that Nobel Prize.
68,233402,234635,"왜 그래, 사울?","What's the matter, Saul?"
69,234637,236270,누가 훔칠까봐?,You afraid someone's going to steal it?
70,236272,238839,네가 아인슈타인의 우주 상수를 훔친 것처럼?,Like you stole Einstein's cosmological constant?
71,241043,243844,공포에 떨며 살고 싶지 않아,I am tired of living in fear of this guy.
72,243846,245879,만나서 할 말은 해야겠어,I'm gonna go see him and finally say
73,245881,248849,고등학교 때  못 했던 말들도,all the things I should have said in high school.
74,248851,250551,덩치만 크면 다야?,"You know, ""Pick on someone your own size"""""
75,250553,254388,넌 우리 엄마랑 섹스한 적 없어,"""You did not have sex with my mother."""
76,254390,258358,"그래, 내 자신을 때리는  내가 바보같다는 거 알아","And ""Yes, I do know why I'm hitting myself."""
77,258360,260861,펄무터가 왕이랑 악수를 하고 있어,"Oh, now Perlmutter's shaking the king's hand."
78,260863,262563,"시계 조심해, 구스타프","Yeah, check for your watch, Gustaf."
79,262565,264331,소매치기 당할 수도 있어,He might have lifted it.
80,266367,268569,너무 예쁜 드레스다,I love this dress.
81,268571,270404,그 동안 왜 안 입었어?,How come I never see you wear it?
82,270406,272573,내가 입으면 셔츠가 되거든,"'Cause when I wear it, it's a shirt."
83,273675,276477,하워드는 오늘 뭐해?,"So, what's Howard doing tonight?"
