,start,end,kor,eng
0,3147,5893,아침에 이메일을  받았는데 너무 흥분돼,"So, I got the craziest e-mail this morning."
1,5894,7593,이런 말해서 미안하지만,"I don't mean to burst your bubble, dude,"
2,7595,10947,성기확대제는 효과 없어,but those penile enlargement pills do not work.
3,10949,14400,그건 나도 알아,"Believe me, I know."
4,15319,16385,스티븐 호킹네 비서가 보낸 이메일이었어,The e-mail I got was
5,18323,19889,정말? - 왜?,You're kidding. - Why?
6,19891,22241,몇 주 동안 여기서  강의를 한다는데,"He's coming to the university for a couple weeks to lecture,"
7,22243,24527,휠체어 장비를 관리할  엔지니어가 필요하대,and he's looking for an engineer to help maintain
8,26464,27497,좋겠다,That's amazing.
9,27499,30082,피트크루가 되는거네,You'll be like his pit crew.
10,31335,33953,경고하자면,A word of caution: I would not do
11,33955,36122,스티븐 호킹 앞에서  성대모사는 자제해줘,your Stephen Hawking impression in front of him.
12,37591,39592,맞아,(in Stephen Hawking's voice): You're right.
13,40744,45414,그건 무례하게  보일 수 있겠군,I suppose that could be considered offensive.
14,45416,48467,쉘든이 식겁하겠다,"Boy, Sheldon's going to freak out."
15,48469,50419,호킹을 거의 숭배하잖아,"Yeah, he worships Hawking."
16,50421,52054,쉘든도 같이  데리고 갈 생각이야,I was actually thinking about bringing him along
17,52056,54624,직접 만나게 해주고 싶어,when I go over there so he can meet the great man.
18,54626,55808,좋은 일 하네,"That's really nice of you, Howard."
19,55810,57393,별 거 아냐,It's no big deal.
20,57395,59979,호킹한테도 접근 금지  명령을 받겠군,"Boy, a restraining order from Stephen Hawking."
21,59981,63599,컬렉션에 추가하면 되겠네,It'll look so nice next to the ones he's already got
22,63601,66619,"레너드 니모이, 칼 세이건,  스탠 리에 이어","from Leonard Nimoy, Carl Sagan and Stan Lee."
23,67621,69488,"레너드, 이거 기억나?","Leonard, do you recall"
24,69490,71073,내가 이렇게 말했지,when I said that I was going
25,71075,73042,힉스 입자에 대한 개념을 재정립하겠다고,to revolutionize humanity's understanding
26,75330,77997,넌 새벽 2시라며  꺼지라고 했잖아,"""Sheldon, it's 2:00 a.m., get out of my bedroom""?"
27,77999,79949,10시간 전이잖아,Like it was ten hours ago.
