,start,end,kor,eng
0,1420,2735,만두 남은거 누가 먹을래?,
1,2736,4086,나!,
2,4088,5454,"페니, 잠깐만",
3,5456,7539,우린 태국음식을 먹었어,
4,7541,10459,태국에서 마지막으로 남아있는 음식을,
5,10461,13629,'그랭 지에'라고 부르는데,
6,13631,16765,단체에서 가장 중요하고 힘이 센 멤버가 먹는거야,
7,22122,25774,그렇다면 내가 고맙게 먹을게,
8,26993,30646,어머니도 살이 찌셨던데 한 번 그렇게 계속 먹어봐,
9,35068,38570,"자기, 영화보려면 이제 가야될것 같아",
10,41908,44159,너한테는 조금 힘들지 모르겠지만,
11,44161,47246,내가 자기라고 한 건 내 약혼상대를 말한거야,
12,49082,52084,이제는 너 아니야,
13,53837,55804,같이 따라와도 난 상관없어,
14,55806,58423,"좋아, 하지만 다음번엔 우리가 앉을데를 고를거야",
15,60009,61977,일하러 가 봐야겠다 너네랑 같이 갈게,
16,61979,63228,잠깐만,
17,63230,66131,시내에 새로 생긴 기차모형 가게가,
18,66133,68317,영화관이랑 가까워? 페니 일하는데랑 가까워?,
19,68319,70402,거긴 엄청 멀어,
20,70404,72404,그럼 너희중에 아무나,
21,72406,73322,날 태워주면 되겠네,
22,73324,74773,그럼 우리 게임해서,
23,74775,76491,이기는 사람이 날 태워가는걸로 하자,
24,76493,79862,"좋아, 네글자인데",
25,79864,83782,활자 크기의 단위나 흙을 먹고 싶은 충동을 뜻해,
26,83784,85534,난 얘 안데려갈거야,
27,85536,87953,"페니, 포기하지마 넌 할 수 있어",
28,91040,93675,셸든이랑 같이 안가?,
29,93677,96962,"아니, 나는 기차모형엔 별로 관심도 없고",
30,96964,100716,그런 모형을 파는 상점이나 그런걸 사는 놈이나 관심없어,
31,105139,106905,나는 괜찮으니까,
32,106907,108207,어서 일 해,
33,108209,111610,알았어,
34,111612,113862,집에 있는게 더 편하지 않아?,
35,117784,119952,아니 별로,
36,119954,122154,알았어 그럼,
37,122156,124373,그럼 일을 시작해야겠네,
38,124375,126792,"레너드, 제발 일일이 설명하지 말아줘",
39,151956,155456,"== sync, corrected by   == == translated by 김철영 doatip@gmail.com ==",
40,178416,179194,너 괜찮아?,
41,179195,181095,괜찮아,
42,181896,184031,책 읽고 있는줄 알았는데,
43,184033,185949,그랬지,
44,185951,188702,지금은 읽은 것에 대해 생각을 하고 있었어,
45,200832,202232,너는 괜찮니 레너드?,
46,202234,204551,매우 불편해보인다,
47,204553,207638,난 괜찮아,
48,207640,209556,내가 집에 갈까?,
49,209558,211975,사람들이 내가 남의 집에 너무 오래 머무른다 하더라고,
50,211977,215162,뭐... 누가 그래?,
51,215164,219566,"음, 가장 최근에는 내 산부인과 의사가",
52,224489,227307,너 편한만큼 여기 있어도 돼,
53,227309,228859,그렇게 말해줘서 고마워,
54,228861,231912,즐거운 시간을 보내고 있거든,
55,240588,243507,"모형 기차 상점에서 뭘 살거야, 셸든?",
56,243509,245459,사러 가는거 아니야,
57,245461,247494,강좌를 열고 있거든,
58,247496,249596,"""HO 게이지 모형철도",
59,249598,253216,"O 게이지 철도보다 작지만 더 큰 즐거움""",
60,253218,256603,이거에 대해 말이 많더라,
61,256605,258505,너는 어떤 게이지가 좋은데?,
62,258507,260607,오늘밤이 지나면 알게될거야,
63,260609,263310,다른 사람들과는 달리 나는 오픈마인드거든,
64,263312,265195,농담도 못하겠다,
65,265197,268348,O 게이지가 아니면 당연히 게이지가 아니지,
66,268350,272536,다 큰 사람들이 장난감을 가지고 노는게 웃기지?,
67,272538,274788,그러면서 정작 자기는,
68,274790,278041,옷장에 마술 장난감이 한가득 있으면서,
69,279744,282079,"일단, 한낱 장난감이 아닌 진지한 마술도구야",
70,282081,284247,그리고...,
71,284249,286800,우리가 결혼하면 다락방에 다 옮길테니,
72,286802,289636,옷장에는 옷만 넣으면 돼,
73,289638,292556,어머니집에 우리 옷을 왜 보관하는데?,
74,292558,294224,어머니집이라니,
75,294226,296376,우리가 들어가면 우리집인데,
76,296378,297844,어머니 나가신데?,
77,297846,299212,엄마가 어딜 나가?,
78,299214,300981,엄마 집인데,
79,300983,303383,잠깐만,
80,303385,306570,내가 자기 어머니랑 같이 살거라고 생각해?,
81,306572,308188,"하워드, 내가 도와줄게",
82,308190,310824,"그래, 맞아 그게 쟤 생각이야",
83,310826,311942,왜 싫어?,
84,311944,314027,좋은 집이라니까 방도 많잖아,
85,314029,316113,우리가 애를 낳으면 엄마가 길러주실거야,
86,316115,317998,'새끼돼지 삼형제'이야기도 애들한테 들려주시겠지,
87,318000,321785,털이 많으셔서 늑대흉내를 잘 내시거든,
88,321787,324287,난 어머니랑 같이 못살아,
89,324289,327073,지금이나 앞으로도,
90,327075,330761,너 어릴때 엄마랑 정말 안좋았나보네,
91,332797,334414,"라지, 집으로 데려다줘",
92,334416,336850,쟤말 듣지마. 영화보러 가자,
93,336852,338218,집으로 데려다줘 당장!,
94,338220,339186,영화관!,
95,342724,344391,간단한 해결책이 있어,
96,344393,345976,"라지, 나를 모형상점에 데려다줘",
97,345978,348278,그리고 너네 일은 너네가 알아서 해,
98,355570,357237,샤워는 어땠어?,
99,357239,360607,"좋아, 좋았지",
100,360609,363877,궁금해서 그러는데 너 언제쯤 자냐?,
101,363879,365212,난 잠을 안 자,
102,365214,366963,야생동물같지,
103,368883,371685,"너 고등학교때 인기 없었겠다, 맞지?",
104,371687,373203,아니야,
105,373205,375055,내 졸업사진이야?,
106,375057,377224,"""레너드에게 너 과학은 잘하더라",
107,377226,380927,"열심히 해서 언젠가 멋있어지는 약을 개발좀 해""",
108,380929,383430,그래도 어떤 애처럼,
109,383432,386566,가방에 스프레이로 낙서를 당하지는 않았어,
110,386568,387984,너무 기분 상해있지마,
111,387986,390237,내 졸업앨범에는 엄마만 싸인을 해줬거든,
112,390239,392172,"""에이미에게",
113,392174,394774,"""친구도 없고 재미가 없어도 네 자긍심과 순결함이 좋구나",
114,394776,396109,"사랑한다, 엄마가""",
115,397745,400480,이제 제리의 기차역은,
116,400482,402082,셸든 쿠퍼가 더 이상,
117,402084,405485,발을 붙일 모형 상점이 아니란것만 알아둬,
118,405487,408104,"힘드셨어요, 역무원님?",
119,408106,409873,최악이었어,
120,409875,411258,광고에서는,
121,411260,414211,모형의 사이즈에 대한 토론의 장이라고 했는데,
122,414213,416763,사실은 줏대없고 멍청한 시민들한테 물건을 파는,
123,416765,420350,얄팍한 상술이었어,
124,420352,421468,비닐봉투에 뭔데?,
125,421470,424888,이야기하고 싶지 않아,
126,424890,427774,그냥 나도 줏대가 없었다고만 말해둘게,
127,427776,430443,재밌는 저녁이었어 레너드,
128,430445,431778,나중에 또 같이 놀자,
129,431780,433813,"아, 그래 그랬으면 좋겠다",
130,433815,434898,그렇다면 잘됐다,
131,434900,436683,결혼식에 같이 갈 사람이 하나 필요하거든,
132,436685,438902,모라넬리 박사과 구스텁슨 박사가 이번주 금요일에 결혼을 한대,
133,438904,440537,영장류 동물학계의 브랜젤리나 커플이라고,
134,440539,442522,꽤 유명한 사람들이야,
135,442524,443957,셸든이랑 가지그래?,
136,443959,447444,그러고 싶은데 정말 안좋은 경험이었어,
137,447446,449880,결혼식에서 애처럼 행동을 하더라고,
138,449882,451214,내 잘못 아니다,
139,451216,454467,내 또래의 과학자들이 있을거라고 했잖아,
140,458222,459806,상관없어 넌 빠지고 얘랑 갈거야,
141,459808,462259,졸업파티때는 아무도 없더니 결혼식에는 두 명이라,
142,462261,465345,"흠, 참 세월이란",
143,468316,471351,"하하, 결혼가야 된대요~",
144,477392,478558,네가 나가줄래?!,
145,478560,479993,내가 나간다고 방금 그랬잖아!,
146,479995,481394,"알았다, 내가 가마!",
147,481396,484030,벌써 왔어!,
148,484865,486616,"아, 안녕",
149,486618,487867,안녕,
150,487869,489336,싸우고 싶지 않아,
151,489338,491454,갑자기 예고도 없이 엄마랑 살자는 이야기를,
152,491456,493340,꺼내니까 내가 당황한거야,
153,493342,497761,"그래, 먼저 얘기 안해서 미안해",
154,497763,499879,누구랑 얘기하는거냐!,
155,499881,500914,들어오던지 말던지!,
156,500916,503984,벌레들어오겠다!,
157,503986,506186,벌레가 들어오는 이유는,
158,506188,508388,엄마가 벌레여왕이라서 그래!,
159,511142,513443,"잠깐, 이러면 어떨까",
160,513445,515362,어디에서 같이 살까 이런걸 결정하기 전에,
161,515364,517697,일단 체험을 해 보는거야,
162,517699,519699,여기 주말동안 있으면서 괜찮을지 생각해봐,
163,519701,521701,어머니가 괜찮아 하실까?,
164,521703,522986,당연히 괜찮아 하시지,
165,522988,525605,"엄마, 버나뎃이 주말동안 여기서 지내도 괜찮지?!",
166,525607,528325,공짜로 얹혀 살겠다는데,
167,528327,530493,정말 환영한다!,
168,532747,535582,봤지? 괜찮아 하신다니까,
169,535584,538117,솔직히 말해서 인도놈이랑 자는거보다,
170,538119,542005,여자랑 잔다니까 마음이 놓인다!,
171,553474,556677,너희를 너무 과소평가했다,
172,556679,560714,기차가 작을수록 재미가 더 응집되어있어,
173,564719,566486,너 사람뇌 전문가라며,
174,566488,568555,저렇게 똑똑한 사람이,
175,568557,569889,왜 장난감 기차를 가지고 노는거야?,
176,569891,572576,뚜껑을 열어보지 않으면 몰라,
177,574078,576496,클레오파트라처럼 화려하게 해주면 안될까?,
178,576498,578448,정말? 결혼식에?,
179,578450,579783,네 말이 맞는거 같다,
180,579785,581401,내 아찔한 골반과 아름다운 광대뼈면,
181,581403,584037,벌써부터 남자들이 껌뻑죽고 난리나지,
182,585039,586923,준비됐어,
183,591213,593346,제임스 본드같아,
184,593348,597350,제임스 본드보다 더 낫지 크기가 더 작으니까,
185,598136,600704,이거 나한테 달아줘,
