,start,end,kor,eng
0,6160,7360,하워드입니다,
1,7362,9529,데이브 로거야,
2,9531,11814,NASA 임무 관련 얘기 하려고,
3,11816,15835,"네, 푸시업 열심히  하고 있어요",
4,15837,18955,아직 9개밖에 못 하지만,
5,21158,24961,도움 없이 정자세로 가능합니다,
6,24963,27464,"잘했네, 할 말이 있어서 연락했어",
7,27466,29599,뭔가 기술적인 문제가 생겼어,
8,29601,32101,소유즈 캡슐이  가압테스트를 통과 못했서,
9,32103,35688,비행 취소다,
10,37441,40543,그럼 어떻게 되는거죠?,
11,45233,47250,뭐라 해야할지,
12,47252,48902,정말 실망이네요,
13,48904,53490,어릴 때부터  꿈꿔왔던 일인데,
14,53492,55241,네,
15,55243,57277,연락주셔서 감사해요,
16,65203,67554,우주에서 죽을 일은 없겠네,
17,69341,71724,신이 계획한 대로  죽을 거야,
18,71726,75094,심장에 지방이 쌓여서 50대 후반에 가겠지,
19,96517,100517,,
20,100518,104518,자막,
21,105696,108665,셔츠가 좀 더 커야겠어,
22,111886,114254,겨드랑이가 너무 낀다,
23,115724,118558,내복을 입어서  끼는 건 아니고?,
24,118560,120744,그래서 끼는 거 맞아,
25,122513,123980,질문을 다시할게,
26,123982,125682,내복은 왜 입었어?,
27,125799,127165,제대로 물어본 거야?,
28,127167,130201,넌 왜 안 입었는데?,
29,130203,134689,제대로 물어봤거든,
30,134691,138993,대여용 턱시도는 낯선  사람들의 땀내에 쩔어있어,
31,139789,141973,내 땀도 건드리고  싶지 않은데,
32,141975,144125,남의 땀은 더하지,
33,144910,146828,이거로 입어보세요,
34,146830,148963,사형수한테 올가미를  건네주는 것과 같네요,
35,150199,153618,볼링화 대여할  때만큼은 아니지만,
36,153620,155537,이번에도 볼만하네,
37,155539,157689,끝났네,
38,157691,159457,계획이 취소됐어,
39,159459,161826,정식으로 폐지됐다,
40,161828,164045,안됐다,
41,164047,166014,이제 마음이 한결 가볍긴 하다,
42,166016,167164,왜?,
43,167166,171302,러시아에서 60년대에  설계한 로켓이였잖아,
44,171304,172637,그런데?,
45,172639,174639,전자제품 살 때도 보면 알잖아,
46,174641,179227,러시아산 블루레이  플레이어라고 광고하지 않아,
47,181063,183398,기술력이 그렇게 떨어지지 않아,
48,183400,186734,소유즈 캡슐을 타고 오면,
49,186736,188703,시속 800km로  자유낙하하게 돼,
50,188705,190705,유일하게 속도를 늦춰주는 건,
51,190707,194208,땅에 닿기 직전에 펼쳐지는 작은 낙하산이야,
52,194210,200331,록키와 불윙클도 못 잡은 놈들이 디자인한 거라고,
53,203369,204586,난 그런 걱정 안 했어,
54,204588,205720,그래?,
55,205722,209340,우리가 어떻게  다른지 설명해줄게,
56,209342,213311,"넌 스타트렉을 보기만 하고, 난 그렇게 살거든",
57,215230,221886,비행 취소 후 턱시도 가게에서  자랑하는 에피소드는 없던데,
58,221888,223271,우스갯소리로 넘겨도 좋아,
59,223273,227742,어쨌든 내가 할뻔 했다는  사실은 변하지 않아,
60,227744,230895,훨씬 낫네,
61,233282,235166,덥겠다,
62,235168,237669,너네 요도보다는 덜 뜨거울걸,
63,237671,240622,바지에 묻은 세균이 침입하면,
64,244461,248179,근사하면서 위생적이지?,
65,248181,252433,결혼을 앞둔 플래시 같아,
66,254470,256220,티슈다!,
67,257641,259857,어디 가신거죠?,
68,259859,262226,차에 비상 세정제를 두거든요,
69,262228,263778,열쇠!,
70,267933,269484,안녕 - 미리 말해야할 것 같아서,
71,269486,272770,나한테 가스가 있어,
72,272772,276124,네가 한 멘트 중에  최악은 아니였어,
73,276126,280294,자유전자 레이저에서 고전압을  발생시킬 때 사용되는 가스야,
74,280296,283581,다른 용도고 있어,
75,285168,286751,들이마셔봐,
76,286753,290621,경찰 아닌 거 맞지?,
77,290623,292640,해봐,
78,295345,297645,마시면 어떻게...,
79,297647,299630,세상에,
80,303136,307739,"넌 못된 놈이야, 그린치",
81,307741,309607,"나도, 나도",
82,310576,313411,"레너드, 내가 니 애비다",
83,315982,317915,남자 목소리를 내는 여자한테,
84,317917,319667,이렇게 끌린 적은 처음이야,
85,325290,327842,있잖아,
86,327844,330712,진도를 천천히 하기로 했었지?,
87,330714,332597,생각을 해보니,
88,332599,334498,준비된 거 같아,
89,334500,336884,속도를 내도 돼,
90,338388,339554,좋아,
91,339556,344959,"4달이나 기다렸잖아, 속도는 걱정하지 마",
92,345844,347511,하나만 더,
93,347513,349397,지금 사이가 딱 좋아,
94,349399,352366,뭔가 실수를 해서  어색한 사이가 되진 말자,
95,352368,354235,그런 일 없을거야,
96,354237,355653,미리 말하는 건데,
97,355655,357855,지난 번 이후,
98,357857,359490,쿠키몬스터 문신을 했어,
99,359492,362126,적절한 반응을 보여,
100,362128,363828,좋은 말 아니면 가만히 있어,
101,363830,365997,이건 어때?,
102,365999,367865,쿠키!,
103,373188,374972,에이미?,
104,380045,381729,7시 딱 맞춰왔네,
105,381731,384098,우연이 아냐,
106,384100,386717,20분 동안 밖에서 기다렸어,
107,386719,388903,저녁 거의 다 됐어,
108,390323,393407,데이트를 너네 집에서  하자고 해서 의외였어,
109,394778,399063,시의회에서 신호등 녹색 불  시간 늘리기를 토론한대,
110,399065,402366,레고 매장은 세일 중이고,
111,402368,405119,누구나 가고 싶은 데이트야,
112,405121,409406,솔긴하긴 하지만  오늘은 특별한걸 준비했어,
113,409408,411075,인디아나 존스 레고를 향해,
114,411077,413377,여유롭게 횡단보도를  건널 수 있는데,
115,413379,416914,이보다 더 특별한게 있을까?,
116,416916,419350,친구들의 관계 발전을 지켜보며,
117,419352,422553,우리도 발전하면  좋겠다고 생각했어,
118,424607,427358,2년 전에는 모르는 사이였어,
119,427360,430611,지금은 해가 떨어졌는데 너네 집에 놀러왔고,
120,431480,434431,얼마나 더 발전하려고?,
121,434433,436234,이렇게 나올 줄 알았지,
122,436236,439904,신경 생물학적 기법을 활용하기로 했어,
123,439906,443474,"아이고, 맘대로 하셔",
124,444326,450047,단기간에 나에 대한 감정을 증폭시킬 실험을 준비했어,
125,450049,452283,어떻게?,
126,452285,456170,마약을 이용한 사고 통제는 아니지?,
127,456172,459640,내 사고를 넓히는  마약은 이미 있어,
128,459642,461625,학교라고 들어봤나?,
129,461627,465263,인간은 자라면서  감정적인 애착이 생기지,
130,465265,468349,네 대상은 엄마나  슈퍼히어로였지,
