,start,end,kor,eng
0,3382,5601,,"Oh, my God. I love this chicken."
1,5603,7186,,"Oh, you know what they say,"
2,7188,10689,,best things in life are free.
3,10691,12658,,"Okay, you're right. I eat your food a lot."
4,12660,13609,,"Now, how about this?"
5,13611,15410,,You can raid my fridge anytime you want.
6,15412,17196,,"Oh, that's very kind of you."
7,17198,20365,,Next time I have a hankering to wash down a D-cell battery
8,20367,22034,,"with a jar of old pickle juice,"
9,22036,24453,,(clicks tongue) I'll come a-knockin'.
10,24455,26622,,"Hey, Raj, you didn't send your RSVP in."
11,26624,29541,,I'm suppose to ask you if you're bringing someone to the wedding.
12,29543,31343,,I'll let you know.
13,31345,32678,,"Well, can you make it soon?"
14,32680,34713,,There's a battle royale going on over the seating charts.
15,34715,38416,,"In one corner, Bernadette's mom, in the other three, mine."
16,38418,41270,,"Yeah, I hate wedding receptions."
17,41272,42688,,"Yeah, I wish the bride and groom"
18,42690,44106,,would take a cue from Bilbo Baggins.
19,44108,47276,,"Slip on the ring, disappear, and everyone goes home."
20,47278,50112,,"Mm, you liked Professor Geyser's wedding."
21,50114,52681,,They had a make-your-own-sundae bar.
22,52683,55067,,"Oh, that was a night to remember."
23,55069,59571,,"Do you know, on one trip, I just had a bowl of nuts."
24,59573,62324,,"Anyway, you got to let me know if you have a plus one."
25,62326,64626,,"Because if not, my mom's trying to sneak in the doctor"
26,64628,67079,,who sucked the fat out of her neck.
27,70633,72134,,"All right, uh, fine."
28,72136,74136,,I'm coming and I'm bringing somebody.
29,74138,75587,,"Uh, Koothrappali plus one."
30,75589,76454,,Who you bringing?
31,76456,77556,,Who are you bringing?!
32,78641,80843,,He's bringing me; who are you bringing?
33,80845,84629,,"Wow, what a bunch of Nosey O'Donnells."
34,84631,86164,,"Come on, who is it?"
35,86166,88016,,I'm not telling.
36,88018,91069,,"I'm from Asia, I'm mysterious, deal with it."
37,92138,94823,,Howard aren't having a make-your-own-sundae bar?
38,94825,96658,,I don't think so.
39,96660,97693,,"Well, you should."
