,start,end,kor,eng
0,4666,6232,점심 시간에 일했어?,
1,6234,9168,"응, 곧 상할 것 같은  연어 4kg 챙겨 왔어",
2,9170,10705,요리할 줄 알아?,
3,10707,12273,잘 모르는데 - 젠장,
4,12275,15010,차라리 치킨을 해방시킬 걸,
5,15012,18447,오늘은 신경질적 교수님이랑 무슨 계획 있어?,
6,18449,21149,블루레이로 스타워즈 보려고,
7,21151,24118,천 번 넘게 보지 않았어?,
8,24120,26253,블루레이는 달라,
9,26255,28288,블루레이로 겨우 두 번 봤어,
10,30692,34993,"나도 알아,  고해상도의 찌질함이지",
11,34995,38162,오늘 영화보려고 했는데,
12,38164,39363,같이 갈래?,
13,39365,40797,그래도 돼?,
14,40799,42365,무슨 소리야?,
15,42367,45769,헤어진 이후로 그런 적 없잖아,
16,45771,47672,"데이트 아냐, 레너드",
17,47674,49125,남자랑 여자가  같이 시간을 보내고,
18,49150,50543,섹스로 끝나지 않을 거야,
19,52412,55112,내가 나간 데이트는 다 그랬어,
20,55114,59450,"저리 가, 이 괴물아!",
21,59452,61752,무슨 일이지?,
22,61754,63654,충분히 똑똑하고 창의적이니,
23,63656,65722,실제로 괴물을 만들었을 수도,
24,65724,69126,"휘휘, 저리 가!",
25,69128,70528,대체 무슨 일이야?,
26,70530,73831,창밖에 새가 안 날아가고 있어,
27,73833,75833,지옥 같은 상황이지,
28,75835,78303,여기엔 벌레나 씨앗 따위 없어,
29,79773,83708,이젠 새도 무서워하는 거야?,
30,83710,86010,조류공포증이란 거야,
31,86012,87545,언젠가는 장애로  인정 받아서,
32,87547,92316,법적으로 아파트에  그물을 씌워야 할 거야,
33,93418,96754,그물도 무서워하는 내게는 안타까운 해결책이지만,
34,96756,99256,영화 볼래 말래?,
35,99258,101091,보자,
36,101093,102926,"그래, 이따 봐",
37,102928,105395,네가 무서워하는 것 보다  쟤가 널 더 무서워할 거야,
38,105397,106329,도움이 되지 않아,
39,106331,110867,새한테 한 말이야,
40,111835,116738,"저리 가, 새야",
41,116740,119440,"쉘든, 그냥 무시해",
42,119442,123311,좋은 생각이야 새들은 주목받는 걸 즐기지,
43,124480,127716,훨씬 낫군,
44,127718,129985,이제 하던 일 마저 해야지,
45,132924,135992,"차 좀 끓여놔, 레너드, 긴 밤이 될 거 같다",
46,156552,160537,,
47,160538,164538,자막,
48,182313,184246,새 아직도 있어?,
49,184248,186715,매는 어떻게 울더라?,
50,186717,188483,몰라,
51,191488,192788,"야, 그건 갈매기잖아",
52,192790,195157,도움이 안 될 거면  가만히 있어,
53,195159,197893,"좀 봐줘,  너무 차려입었나?",
54,197895,200196,뭘 하는지에 따라 다르지 뭐,
55,200198,201797,직장검사에는 좀 과하다,
56,201799,206369,베가스에 가는 거면  스팽글 좀 달아,
57,206371,207938,페니랑 영화보러 가는 거야,
58,207940,210674,내가 데이트라 생각한다고 오해받고 싶지 않아,
59,210676,212309,데이트라고 생각해?,
60,212311,214845,페니는 내가 그렇게 생각한다고  잘못 생각할 수 있잖아,
61,214847,217247,아니면 페니가 그렇게 믿는다고  네가 잘못 생각할 수 있지,
62,217249,220383,생각을 너무 많이 하는 건가? - 전혀,
63,220385,222785,"그래, 그냥 이렇게 입을래",
64,222787,225821,블레이저를 입는다고?  그러던가,
65,231994,233561,여보세요,
66,233563,235497,쉘든 쿠퍼 박사입니다,
67,235499,238366,2311 노스 로블레스  에버뉴인데요,
68,238368,241136,위험한 야생동물을 목격했어요,
69,241138,243339,큰어치요,
70,243341,246142,동물관리국 아닌가요?,
71,246144,248345,왜 웃는 거죠?,
72,248347,250814,"아뇨,  집안에 있지는 않아요",
73,250816,254752,집안에 있다면  911에 신고했겠죠,
74,254754,258522,그쪽도 두려워하는 게 있을거 아닙니까,
75,258524,261625,아무런 미래가 없는 공무원 자리에 머문다던가,
76,261627,263227,아내가 떠날까봐  무서울 수도 있겠죠,
77,263229,265996,미래가 없는  공무원 남편이니까요,
78,265998,268899,아니면 거미도 있고요,
