,start,end,kor,eng
0,1804,6764,반양성자에 스핀을  반대로 바꾸고,And reverse the spin on the antiproton...
1,6765,10684,감마가 알파로 변하고,and gamma becomes alpha...
2,10686,15856,"(-i,0) 매트릭스로 곱하면",Multiplied by a matrix of negative I comma zero...
3,15858,17140,결정적 증거를 얻었군,And there we have it.
4,17142,20894,9시 이후에는  돌대가리가 된다는 걸,Conclusive proof that I am absolutely worthless
5,48472,52309,알겠다,"All right, all right."
6,52311,54060,무슨 수작인지 뻔하네,I see what's going on.
7,54062,57898,할로윈 전이라  장난 치는 거지?,A little pre-Halloween hijinkery.
8,64439,67023,귀신 울음소리,"A ghostly moan,"
9,67025,69075,찰랑거리는 쇠사슬,"a rattling of chains,"
10,69077,71027,낄낄대는 마녀,a witch's cackle.
11,71029,74731,흉가의 3대 구성 요소지,The trifecta of haunted house cliches.
12,74733,78118,비명 대신에 하품이 나오네,"Instead of ""Eek,"" I say, ""Yawn."""
13,86744,89429,벽에는 피가 흐르지만,"Oh, the walls are dripping blood,"
14,89431,93099,페놀프탈렌 지시약을,which looks nothing like a phenolphthalein indicator
15,93101,96353,탄산나트륨 용액에  넣은 거잖아,exposed to a sodium carbonate solution.
16,99724,102092,'지옥에서 보자 쉘든',"""See you in hell Sheldon."""
17,102094,106646,여기서 제일 무서운 건  쉼표가 빠졌다는 거야,The most frightening thing about that is the missing comma.
18,113822,116122,이건 조금 괜찮았어,That one was clever.
19,116124,119659,빨랫줄을 타고 내려오는  야광 해골,Skeleton with phosphorous on a zip line.
20,119661,122445,"이제 나와라, 장난꾸러기들","Come on out, merry pranksters."
21,122447,124614,얼굴 좀 보자,Take a bow.
22,128587,130253,네 표정이 예술이었어,You should've seen your face.
23,130255,132555,살짝 놀라서  동공이 커진 것 뿐이야,"Yes, there's nothing quite like"
24,136628,138645,무서웠다고 인정 좀 하지,"Come on, admit it. We got you, Sheldon."
25,138647,142799,무서우려면  깜짝 놀라야 하는데,"Please, fright depends on an element of surprise."
26,142801,143850,모두 알다시피,"The simple fact is,"
27,143852,146102,내가 훨씬 똑똑하니까,"because I am much smarter than you,"
28,146104,149906,너네가 어떻게 나올지  예상할 수 있어,"and able to anticipate your actions, it is highly unlikely"
29,149908,153777,그러니 내가 놀랄  일은 절대 없지,that you two rubes could ever surprise me.
30,153779,155161,맞아,He's probably right.
31,155163,157197,너무 똑똑해서 안 먹히네,We can't beat him. He's just too smart.
32,164656,166823,기절하는 데에 돈 건 사람?,"Who had money on ""faints""?"
33,166825,168091,난 오줌 쌀 거라고 했어,"I had ""pee his pants."""
34,168093,169626,어디 보자,Hang on.
35,169628,171344,모두의 예상이 맞았네,Looks like everyone's a winner.
36,191531,194631,,"Original Air Date on October 27, 2011"
37,194632,197732,자막,"== sync, corrected by   =="
38,197748,199263,"조심해, 쉘든","Oh. Watch out, Sheldon."
39,199264,202516,캐스퍼라는 꼬마 유령이야,This little boy Casper is a g-g-g-ghost!
40,202518,204734,웃기시네,Droll.
41,204736,207070,오줌 지린 성인 남자가,Not as droll as a grown man
42,207072,209322,기절한 것보다는 재미없지,passed out in a puddle of his own urine.
43,209324,211825,꽤 재밌네,That was pretty droll.
44,211827,213360,암모니아 냄새도 나고,With a hint of ammonia.
45,215863,217697,맘껏 놀려라,"Yes, enjoy your japes, gentlemen."
46,217699,220500,겁쟁이 연구자한테 한 방 먹인 줄 알겠지만,You think you've poked fun at a milquetoast academic.
47,220502,222102,이건 기억해둬,"Well, you've forgotten one thing:"
48,222104,225005,나는 외로운 별의 아들이야,I am also a son of the Lone Star state.
49,225007,226456,뼈속까지 텍사스라고,I'm Texas through and through.
50,226458,229876,우리는 당하고는 못 살아,And we know how to settle scores down there.
51,229878,233530,못 믿겠으면 멕시코에 물어봐,"If you doubt me, ask Mexico."
52,236300,238835,9시방향에 떴다,"(quietly): Hot girl, nine o'clock."
53,238837,241788,동시에 쳐다보지 마,Don't everybody look at once!
54,243507,245392,만화방에 웬 여자야?,What is she doing in a comic book store?
55,245394,248695,길을 잃었나봐,"I don't know, she might be lost."
56,249864,253733,한 수 가르쳐줄게,Doesn't matter. Watch and learn.
57,257989,260457,안녕,Hi. - Hi.
58,272403,274304,닥쳐,Shut up.
59,276390,277757,넥스트맨 사려고?,Are you getting this
60,277759,279726,"응, 21권이잖아","Uh, yeah. It's issue number 21."
61,279728,280894,헬보이가 처음으로 등장해,First appearance of Hellboy.
62,280896,283563,몇 년 동안 찾아다녔는데,I know. I've been looking for it for years.
63,283565,284720,미안,Sorry.
64,284745,286692,너한테 관심 있는 척 하고,"Hey, if I pretended to hit on you,"
65,286718,289352,네가 집중 못할 때 뺏어갈 수 있지 않을까?,could I distract you enough to sneak it away?
66,290821,294190,그럼 초능력을 악용하는 거잖아,"Yes, but you'd be using your superpowers for evil."
67,294192,298495,크립토니언 아빠가  그렇게 가르치지는 않았지,"Damn, I'm forbidden by my Kryptonian father to do so."
68,299196,300447,난 앨리스야,I'm Alice.
69,300449,301831,레너드라고 해,Leonard.
70,301833,303450,"귀엽다, 레너드","You're very cute, Leonard."
71,303452,305919,"고마워,  그냥 너 가져","Thanks. You, too. You know, go ahead and take it."
72,307088,310040,그런 나쁜 짓은 안 할래,"No, no. No, no, I-I did evil."
73,310691,312092,교환은 어때?,Would you be open to a trade?
74,312094,313960,그러지 뭐,"Uh, yeah, yeah, sure, I guess."
75,316131,317347,내 번호야,This is my number.
76,317349,318765,연락해,Call me.
77,318767,321250,손에 땀 차서 미안,"Sorry, palm's a little sweaty."
78,321252,322435,저건 뭐라고 쓴 거야?,What's that word?
79,322437,325421,앨리스,"Alice. - Oh, right, your name."
80,325423,327924,'페니스'가 아니였구나,"That makes more sense than ""penis."""
81,327926,330093,또 보자,Later.
82,333447,336366,만화방에서 여자 번호 딴 거야?,Did we just see you pick up a girl in a comic book store?
83,336368,338485,저기 영웅들이랑  벽에 사진 걸어줄게,"'Cause if you did, you get your picture up there"
84,340289,342438,그런 거 아냐,"No, I don't think I picked her up."
85,342440,343823,난 여친도 있잖아,"Besides, I have a girlfriend."
86,343825,346209,어쨌든 넌 기록을 세웠어,Doesn't matter. This is the closest anyone's ever come.
87,346211,348295,벽에 올려줄게,"You're going on the wall, my friend."
88,352166,354417,우편함 확인해봐,Be sure to check the mail.
89,354419,356970,벌써 몇 번째야? 왜 그러는데?,How many times are you gonna tell me? What's with you?
90,356972,360006,수상해할 건 없어,Nothing. It's not suspicious that I'm fixating.
91,360008,361591,내 성격이 그렇잖아,It's consistent with my personality.
92,361593,363510,알았어,Right.
93,364563,365729,또 할로윈 캔디 샀어?,More Halloween candy?
94,365731,367847,어제도 잔뜩 사오더니,Didn't you just buy a bunch of it yesterday?
95,367849,369733,없어졌어,Oh. Yeah. That's gone.
96,371319,373687,생리전증후군이랑  할로윈이 겹쳐서 힘들어,It's a rough month when Halloween and PMS
97,376991,378858,레너드는 잡담할 시간 없어,"Leonard doesn't have time to chat, he has to get the mail."
98,378860,381811,"진정해, 곧 열어볼게",Will you relax? I'll get it in a minute.
99,381813,384030,일은 어땠어? - 우편함 열어봐,How was work? - Open the mail!
100,384832,386282,잠시만,Excuse me.
101,393490,396876,전단지 밖에 없잖아,"A couple of circulars, nothing important."
102,396878,399512,쟤는 왜 저래? - 기다려,What's with him? - Hang on.
103,409523,412559,"넌 텍사스 출신이지만,  난 뉴저지야","You might be from Texas, but I'm from New Jersey."
104,417031,418398,이것 봐,Check it out.
105,418400,420349,2년 전 코믹 콘에서  짐리가 그려줬어,Jim Lee drew this of me two years ago
106,422654,423903,뭘 입은 거야?,What are you wearing?
107,423905,425655,코믹 콘에는 다 그래,"Well, you know, it's Comic Con."
108,427875,431061,썬더캣츠의 라이온오야,I'm Lion-O from
109,431063,433913,인기 많았겠네,"Wow, you must have gotten so laid."
110,433915,437533,제시카 알바가  털을 쓰다듬긴 했어,No. But Jessica Alba did rub my furry belly.
111,439370,442538,내가 그린 만화 볼래?,Want to see a comic I draw?
112,442540,444474,정말?  작가였어?,You're kidding. You have your own book?
113,444476,447010,그냥 내 얘기를 그려봤어,Yeah. It's kinda based on my life.
114,447012,448228,멋지다,Cool.
115,451099,453266,츄바카 상의를 입은  남자랑 섹스하고 있네,That's you having sex with a guy
116,457605,458855,코믹 콘?,Comic Con?
117,458857,461157,그럴 것 같지만 아냐,"You'd think, but no."
118,463160,465195,정말 소질 있다,You're very talented. This is really good.
119,465197,466529,혹시...,Did you do...
120,471585,475371,내 만화랑 헬보이 교환해도 될까?,"So, can I trade you my comic for the Hellboy?"
121,475373,477674,내 차를 가져도 돼,You can have my car.
122,492973,495191,이런,"Oh, dear."
123,505770,509038,퓨렐,"Purell, Purell, Purell, Purell."
124,524305,526556,"좋은 아침이야, 쉘든","Good morning, Sheldon."
125,526558,528808,그렇지?,"It is, isn't it?"
126,537486,539969,항상 이런 식이지,Isn't that just always the way?
127,539971,542739,스테이플러를 쓰려고 하면 침이 떨어져 있어,"You go to staple something, and you're out of staples."
128,542741,545141,아까 문방구에 갔을 때 알았으면 좋았을 걸,"Gosh, I wish I'd known that earlier today"
129,547412,550196,저기 클립 쓰면 되잖아,You have a thing of paper clips right there.
130,550198,555084,클립보다 단단한 게 필요해,"No, no, I need something more permanent to join these papers."
131,555086,559622,서랍에 스테이플 두지 않아?,"Say, don't you keep staples in your top desk drawer?"
132,559624,561758,모르겠어,I don't know. Maybe.
133,562476,564627,확인 좀 해줘,Be a lamb and check.
134,564629,566963,그래,All right.
135,570551,572719,"아니, 이게 누구야?",Who do we have here?
136,574471,577190,무서운 뱀이야,It's a snake. A terrifying snake.
137,577192,582128,누가 서랍에 가뒀을까?,"Oh, did some bad man put us in a drawer?"
138,582130,583947,그만 얘기해,Stop talking like that.
139,583949,586449,넌 무서워서 말이 없어야 해,You've been rendered speechless by fear.
140,586451,592038,생물과 실험실에 가서 맛난 쥐를 찾아보자,Let's go to the biology lab and find you some nice yummy mice.
141,593791,597043,인도인을 뱀으로 놀라게 하려 하다니,I tried to scare an Indian with a snake.
142,598195,600380,"쿠퍼, 잘 좀 해봐","Come on, Cooper. You're better than this."
143,604535,606953,들어와,(knocking) It's open.
144,608122,609289,잠깐 시간 있어?,"Hey, you got a minute?"
145,609291,610607,물론이지,"Yeah, sure, come on in."
146,610609,612492,고마워,Thanks.
147,612494,613877,맥앤치즈 먹을래?,Want some mac and cheese?
148,613879,616997,유당이랑 가스 때문에 안돼,No. Lactose. Gas.
149,616999,620801,"와인 한 잔? - 아황산염, 편두통",Glass of wine? - No. Sulfites. Migraines.
150,620803,622719,할로윈 캔디를 주고 싶은데,"Okay, well, I'd offer you Halloween candy,"
151,622721,624504,이미 다 먹었어,but that's gone.
152,625306,626590,무슨 일이야?,"So, what's up?"
153,626592,628759,전에 사귄 사이잖아,"Okay, we used to go out, right?"
154,628761,631945,어쩐지 익숙하다 했어,"Oh, my God, that's where I know you from."
155,633380,637217,연애 관련 고민이 있는데,"I'm dealing with a situation and it's kind of about my love life,"
156,637219,639903,너랑 얘기하기  좀 이상할 수 있어,"so I know that might be weird for us to talk about,"
157,639905,642388,그런데 다른 친구들은  이 분야에 쓸모 없잖아,"but in this area, as you know, all my other friends"
158,644943,646943,뭔데?,"All right, what's going on?"
159,646945,648578,얘기해도 돼?,"So, you're okay talking about this?"
160,648580,650113,응 - 정말 괜찮아?,Yes. - You're sure it's not weird.
161,650115,651498,괜찮다니까,It's okay.
162,651500,654000,너도 비슷한 고민이 생기면,"You know what, if you ever want to talk to me about a problem"
163,654002,656536,언제든지 나한테 말해,"in your life with a guy, then I would be fine with that."
164,656538,658672,전에 내가 사귀던 남자가 있는데,"Okay, good, because there's this one guy I used to date"
165,658674,660340,와인이랑 치즈를 입에 쑤셔 넣고 싶어,who's about to be force-fed wine and cheese
166,660342,662008,계속 말만 돌리고 있거든,if he doesn't get to the point.
167,666432,668915,여자친구가 있는 남자가 바람 피는 건지 아닌지...,Is it cheating if a guy has a girlfriend...
168,668917,670884,맞을 거야,"Yeah, probably."
169,672220,673370,더 들어줘,Come on.
170,673372,674521,"미안, 계속 해봐","I'm sorry, go ahead."
171,674523,676389,괜찮은 여자를 만났는데,"I met this girl, and she's great."
172,676391,677891,나랑 공통점이 많아,we have a lot in common.
173,677893,679192,했어?,Did you guys do it?
174,679194,681278,"아니, 그냥 조금 놀았어",No. We just made out a little.
175,681280,684231,"이런, 나쁜 남자네","Oh, look at you, you bad boy."
176,684233,686316,프리야 얘기는 했어?,Did you tell her about Priya?
177,686318,688429,그러고 싶었는데 입이 혀로 가득 찼었어,"Well, I was gonna, but there were too many"
178,690622,693790,징그러워,That's gross.
179,694942,697744,난 그런 남자가 아냐,"Here's the thing, I-I'm not one of those guys"
180,697746,700914,여자친구를 두고 다른 여자랑 잘 수 없어,who sneaks around and sleeps with more than one woman.
181,700916,702165,좋은 자세야,"Well, good for you."
182,702167,705252,나도 그런 남자가 되고 싶은 게 문제야,"The problem is, I want to be one of those guys."
183,706220,708839,그럼 걔랑 자고 프리야한테는 거짓말 해,So sleep with the new girl and lie to Priya.
184,708841,710340,나답지 않잖아,"Oh, that's not who I am."
185,710342,712759,그럼 새 여자랑 그만 만나,"All right, then break it off with the new girl."
186,712761,714227,그건 너무 성급하지,"Now, let's not do anything rash."
187,714229,716313,정말 매력적이야,She's really hot.
188,716315,717848,걔가 그렇게 좋으면,"If you like this girl so much,"
189,717850,719766,프리야랑 끝내면 되잖아?,why don't you just end things with Priya?
190,719768,721234,프리야랑은 사랑하는 사이야,Priya and I are in love.
191,721236,723019,언젠가는 결혼할 생각이고,I think we could get married someday.
192,723021,725906,두 여자를 차지하고 모두 만족하길 바라고 있네,"Leonard, you're looking for a way to sleep with both women"
193,727776,730861,이제야 말이 통하는군,Now we're getting somewhere.
194,732330,734414,네 직감은 어때?,What does your gut tell you?
195,734416,737083,페니한테 물어보면 알려줄 거라고 하네,"""Go ask Penny; she'll know what to do."""
196,745826,747377,"안녕, 하워드","Hello, Howard."
197,747379,751464,날 놀라게 만든 건 장난이라는 거 알아,I've realized that you scaring me was all in jest.
198,751466,754634,"축하해,  성공적이었어","Allow me to say, job well done."
199,767149,769950,완벽해,Perfect.
200,770985,772886,뭐하는 거야?,What are you doing?
201,772888,775071,"과학이야, 넌 이해 못해",Science. You wouldn't understand.
202,776507,779125,"그래, 나갔다 올게","Hey, well, see you. I'm going out."
203,786551,789035,나가는 거 아니였어?,I thought you were leaving the apartment.
204,789037,791755,결정을 못 하겠어,"Yeah, me, too. I can't make up my mind."
205,791757,794558,개랑 깡패들이 두려워서?,Are you concerned because the world is filled
206,797512,800764,"아니, 윤리적인 문제야",No. I'm having a moral crisis.
207,800766,804517,도움이 될지 모르겠지만,"Well, if it's of any help, I've read"
208,804519,806570,윤리학자들이 쓴 책은 다 읽어봤어,"all the great moral philosophers,"
209,806572,809105,닥터 수스를 포함해서,including Dr. Seuss.
210,810508,812158,에라 모르겠다,"Oh, what the hell."
211,812160,814494,만화방에서 만난  앨리스랑 약속이 있는데,I'm supposed to go see that girl
212,816898,819165,프리야랑 사귀고 있어서 만나도 되는지 모르겠어,"if I should, because I'm going out with Priya,"
213,819167,820784,프리야는 인도에 있지만,but she's in India.
214,820786,825005,성적 충실 의무에 대한 문제니까,All right. So the topic at hand is sexual fidelity.
215,825007,827624,닥터 수스는 없어도 되겠군,Probably won't be relying on Seuss here.
216,829343,831678,"'One Fish, Two Fish,  Red Fish, Blue Fish'라는 책은",Although
217,831680,833763,적용할 수도 있겠다,might be surprisingly applicable.
218,835182,835966,계속 해,Go on.
219,836935,838852,인생의 끝에서는,"they say at the end of your life,"
220,838854,840604,그때가지 한 일보다,you regret the stuff you didn't do
221,840606,842522,하지 못한 일을 더 후회한다잖아,"more than the stuff that you did,"
222,842524,846493,그리고 난 앨리스랑 하고 싶은 게 확실해,and I'm pretty sure Alice is the stuff I want to do.
223,846495,849779,독일의 철학자 니체는 도덕을 이렇게 보았지,"You know, the German philosopher,"
224,853535,857404,지배자들이 민중을 통제하기  위한 하나의 수단이라고,is just a fiction used by the herd of inferior human beings
225,860959,863276,도움 되는 말이다,That actually does help.
226,863278,867063,매독으로 죽었어,It's worth noting that he died of syphilis.
227,870584,872002,젠장,"Screw it,"
228,872004,873920,그냥 갈래,"I'm going. On your way home,"
229,873922,875338,돌아올 때  오렌지 주스 부탁해,will you pick up some orange juice?
230,875340,876389,미안한데 난 지금 너무 혼란스러워,Do you mind? I'm questioning
231,878060,881127,네가 오렌지 주스를  좋아하는 것도 혼란스러워?,Is one of those things your fondness for orange juice?
232,881129,882512,아니,No.
233,882514,884014,과육 없는 트로피카나로,"Great. Tropicana, no pulp."
234,894476,895909,누구야,Who is it!
