,start,end,kor,eng
0,11342,14560,너네도 내 머리속을  볼 수 있다면 좋을 텐데,
1,15412,17797,대화가 정말 흥미롭거든,
2,19483,20900,"그래, 뭔지 알려주마",
3,22086,26122,지의류는 균류와 조류의 공생체야,
4,26124,27707,다른 종과 합친다 가정하고,
5,27709,30877,원하는 종을 고르고  이유를 대봐,
6,30879,33463,힌트를 주자면 정답은 하나야,
7,34832,36415,너네는 못 맞춰,
8,37851,41637,그렇다면 나는 백조로 할래,
9,41639,43806,인간의 진화된 산업 문명과,
10,43808,48427,전부터 갈망했던 길고  우아한 목을 가질 수 있어,
11,49680,52365,틀렸어 레너드?,
12,52367,56235,"말, 키 때문에",
13,56237,59155,생식기도 꽤 굵겠다,
14,60324,62441,"틀렸어,  지저분한 얘기는 하지 말자",
15,63911,65078,캥거루,
16,65080,67080,나는 캥거쥬가 되겠지,
17,68466,71667,유대인 중에 최초로  덩크슛을 한 사람이 될 거야,
18,71669,73970,엄마 집에 얹혀 살지 않고,
19,73972,76839,엄마 속에 살겠네,
20,80127,82178,나쁘지 않은데 그것도 틀렸어,
21,82180,86349,정답은 지의류야,
22,86351,89736,그러면 인간이면서 동시에 균류와 조류겠지,
23,89738,91303,3배로 위협적이야,
24,91305,94306,쓰리 빈 샐러드처럼,
25,94308,96893,어떤 상황에서 유리한데?,
26,96895,97827,상상해봐,
27,97829,100312,야외 콘서트에서,
28,100314,102815,나는 인간으로  베토벤을 즐겨 듣지,
29,102817,105535,단풍 나무에서 자라는 균류로,
30,105537,107486,전망 좋은 곳을 차지하고,
31,107488,109705,비싼 돈도 낼 필요 없어,
32,109707,113426,조류는 햇빛만 받으면 되니까,
33,114278,116863,"졌다, 졌어",
34,116865,119098,주제를 바꿔도 괜찮다면,
35,119100,121801,하워드 총각 파티 얘기를 하자,
36,122804,126172,지의류 주제에 비해 흥미가 떨어지지만,
37,126174,128441,반 백조가 뭘 알겠어,
38,129676,131360,스트리퍼에 대해 알아봤는데,
39,131362,137784,나이랑 장애에 관대하면 할인이 많이 된대,
40,138819,140519,재밌겠지만,
41,140521,143573,베르나데트한테  스트리퍼는 없을거라 했어,
42,143575,145708,넌 스트리퍼의 왕이잖아,
43,145710,149162,할리우드 클럽에 있는 봉도 네 이름을 따서 지었어,
44,149164,152582,이제 그런 건 별로야,
45,152584,154300,"하워드, 자랑스럽다",
46,154302,156586,그래도 우리 중에 처음으로 장가가는데,
47,156588,158087,축하는 해줘야지,
48,158089,160923,독일에는 재밌는 전통이 있어,
49,160925,164010,내 스타일은 아닌 것 같아,
50,166430,168714,나파 밸리에 가면 어때?,
51,168716,170082,와인 열차도 타 보고,
52,170084,171517,와인은 별로,
53,171519,173903,열차는 좋아,
54,173905,176856,이 시기가 여행하기 좋아,
55,176858,178908,포도원을 방문하고,
56,178910,180109,기차에서는 와인  테이스팅이 있어,
57,180111,182745,꽃도 활짝 피었지,
58,182747,184831,환상적이야,
59,184833,189802,여자를 구하는 대신 여자가 됐네,
60,211098,215098,,
61,215123,219123,자막,
62,220273,224551,오늘 총각 파티 한다며,
63,224553,227053,스테이크 먹고  위스키 마시려고,
64,227055,229839,걱정할 거 없어 - 걱정이라니?,
65,229841,231507,총각 파티잖아,
66,231509,232609,스트리퍼도 올 수 있어,
67,232611,234060,질투 나지 않아?,
68,234062,237030,"레너드, 너니까 걱정 안해",
69,237032,239015,스트리퍼가 있다면,
70,239017,240483,눈도 안 마주치고,
71,240485,244154,혹시 아이가 과외  필요한지 물어볼 거잖아,
72,244156,246823,난 성적 욕구가 피크를 찍고 있어,
73,246825,249826,조건만 주어진다면,
74,249828,252862,나도 막 나갈 수 있어,
75,252864,255965,여자랑 그런 적이 있긴 해?,
76,255967,258835,우리가 바다에서  섹스한 건 제외하고,
77,258837,261304,그걸 제외하면 안되지,
78,261306,265158,저류 때문에 죽을 수도 있었어,
79,265160,266926,아무튼 재밌게 놀아,
80,266928,268311,그래야지,
