,start,end,kor,eng
0,1677,4145,,So what kind of cruise is this you're going on?
1,4147,7015,,It's called the Born Again Boat Ride.
2,7017,10401,,Christian Quarterly gave it their highest rating--
3,10403,12821,,five thorny crowns.
4,12823,15156,,"I do wish you'd come with me, Sheldon."
5,15158,19027,,"Well, Mom, if I did, it would be conclusive proof"
6,19029,21246,,that your God can work miracles.
7,22331,23348,,You're missing out.
8,23350,24782,,It's gonna be wall-to-wall fun.
9,24784,25834,,It's all themed.
10,25836,27818,,There's Jonah and the Whale Watching.
11,29388,32340,,All-you-can-eat Last Supper Buffet.
12,32342,34709,,"And my personal favorite, Gunning with God."
13,34711,38263,,What's Gunning with God? I'm afraid to ask.
14,38265,40965,,"Oh, it is a hoot and a half."
15,40967,43668,,"You write your sins on a clay pigeon,"
16,43670,45803,,"they fire 'em up in the air, and you pulverize them"
17,45805,47555,,with a 12-gauge shotgun
18,47557,51609,,full of our Lord's forgiveness.
19,51611,54362,,"Frankly, Mom, I'm encouraged to see how advanced"
20,54364,56364,,your group has become-- willing to sail out
21,56366,59951,,into the ocean without fear of falling off the edge.
22,59953,61736,,"MARY: For example,"
23,61738,63621,,"if Shelly was aboard, he'd write,"
24,63623,65790,,"""Smart mouth"" on his pigeon,"
25,65792,69627,,and then bam!
26,69629,72130,,The Lord giveth and the Lord bloweth away.
27,72132,73414,,"Well, Mom,"
28,73416,76301,,"according to my itinerary for our weekend together,"
29,76303,78117,,the fun begins with fried chicken.
30,81641,84158,,You are in for a treat.
31,84160,85510,,My mother's fried chicken
32,85512,89347,,is why we had to buy my dad the extra large coffin.
33,89349,91382,,"Sheldon, she just got off the plane."
34,91384,92817,,She doesn't want to cook.
35,92819,94269,,Of course she does.
36,94271,96988,,"Making me food is her way of saying ""I love you"""""
37,96990,99190,,Making me food when she's too tired to cook
38,99192,101326,,"is her way of saying ""I really love you."""
39,101328,103912,,"Actually, I wouldn't mind going out for a bite, Sheldon."
40,103914,105363,,Won't that spoil our appetites
41,105365,107231,,for the chicken you're going to make me?
42,107233,109200,,"All right, that settles it, we're going out. Do you like sushi?"
43,109202,111836,,There's a great little place down the street.
44,111838,113479,,"I've never had it, but there's no harm in"
45,113504,114722,,trying something new.
46,115575,118075,,There's a lot of harm in trying something new.
47,118077,119838,,That's why we test out drugs and cosmetics
48,119863,121063,,on bunny rabbits.
49,121381,124632,,"Sheldon, you're talking like a crazy person."
50,124634,128019,,"Actually, I had him tested as a child."
51,128021,129771,,Doctor says he's fine.
52,129773,131356,,Told you.
53,131358,133358,,"Although, I do regret not following up"
54,133360,134976,,with that specialist in Houston.
55,137696,141316,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
56,141318,144652,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
57,144654,146287,,¢Ü The Earth began to cool ¢Ü
58,146289,148823,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
59,148825,151509,,¢Ü We built the Wall ¢Ü ¢Ü   ¢Ü
