,start,end,kor,eng
0,3147,5893,아침에 이메일을  받았는데 너무 흥분돼,
1,5894,7593,이런 말해서 미안하지만,
2,7595,10947,성기확대제는 효과 없어,
3,10949,14400,그건 나도 알아,
4,15319,18321,스티븐 호킹네 비서가 보낸 이메일이었어,
5,18323,19889,정말? - 왜?,
6,19891,22241,몇 주 동안 여기서  강의를 한다는데,
7,22243,26462,휠체어 장비를 관리할  엔지니어가 필요하대,
8,26464,27497,좋겠다,
9,27499,30082,피트크루가 되는거네,
10,31335,33953,경고하자면,
11,33955,36122,스티븐 호킹 앞에서  성대모사는 자제해줘,
12,37591,39592,맞아,
13,40744,45414,그건 무례하게  보일 수 있겠군,
14,45416,48467,쉘든이 식겁하겠다,
15,48469,50419,호킹을 거의 숭배하잖아,
16,50421,52054,쉘든도 같이  데리고 갈 생각이야,
17,52056,54624,직접 만나게 해주고 싶어,
18,54626,55808,좋은 일 하네,
19,55810,57393,별 거 아냐,
20,57395,59979,호킹한테도 접근 금지  명령을 받겠군,
21,59981,63599,컬렉션에 추가하면 되겠네,
22,63601,66619,"레너드 니모이, 칼 세이건,  스탠 리에 이어",
23,67621,69488,"레너드, 이거 기억나?",
24,69490,71073,내가 이렇게 말했지,
25,71075,75328,힉스 입자에 대한 개념을 재정립하겠다고,
26,75330,77997,넌 새벽 2시라며  꺼지라고 했잖아,
27,77999,79949,10시간 전이잖아,
28,79951,81634,어떻게 됐어?,
29,81636,83002,어쩌면 해낸 것 같아,
30,83004,84787,겸손한 척하려고  '어쩌면'이라고 표현했지만,
31,84789,87306,실제로 해냈어,
32,87308,89508,정말? 대단하다,
33,89510,90476,계산 좀 보여줘,
34,90478,92061,어디 보자,
35,92063,97350,여기 있는 입자가 시간의  흐름에 따라 이동한다 치자,
36,97352,99518,"하워드, 넌 먼저 먹어",
37,99520,101354,어차피 이해 못하잖아,
38,103507,106909,"쉘든, 난 기초저인  물리학 지식은 갖췄어",
39,106911,110145,계속 기초를 다지도록,
40,110147,114667,이래도 그 분  얘기 꺼낼거야?,
41,114669,115952,이래도 소개해주려고?,
42,115954,117587,절대 그럴 수는 없지,
43,138966,142966,,
44,142967,146967,자막,
45,148017,150435,"제발, 제발, 제발",
46,150437,152304,호킹을 만나게 해줘,
47,152306,153472,안 된다고,
48,153474,155307,미안하다고 했잖아,
49,155309,158227,"아니, 사과하면  달라지냐고 물었지",
50,158229,161196,그리고 넌 답을  주지 않았어,
51,161198,163515,이제 누가 사과해야  되는 상황일까?,
52,163517,166151,너처럼 잘난 체만  하는 놈한테,
53,166153,168704,뭐하러 호의를 베풀겠어?,
54,169907,171990,유대교 천국에 가기 위해?,
55,171992,175377,유대교에서는  천국을 믿지 않아,
56,175379,177429,그럼 지옥을 피하기 위해?,
57,177431,178547,우리 엄마 못 봤어?,
58,178549,179798,같이 사는 것  자체가 지옥이야,
59,179800,182217,"하워드, 제발",
60,182219,183852,스티븐 호킹이잖아,
61,183854,186171,지적 능력이 그나마  비슷한 사람이라고,
62,186173,188957,무슨 헛소리야,
63,188959,191510,내 입장을 좀 생각해줘,
64,191512,194045,지구 상의 유일한  인간이라고 상상해봐,
65,194047,196982,주변에는 멍멍이밖에 없지,
66,196984,198901,그러던 어느 날,
67,198903,201820,같은 종족을  발견하는 거야,
68,203840,204990,그러니까,
69,204992,208193,다른 사람들을  개 취급하는 건가?,
70,208195,210779,"그래, 오해의  소지가 좀 있군",
71,210781,212030,다시 해볼게,
72,212032,213282,지구 상의 유일한  인간이라고 상상해봐,
73,213284,218070,주변에는 침팬지밖에 없어,
74,218072,219905,좀 나가줄래,
75,219907,221506,개보다는 훨씬 똑똑하다고,
76,221508,223275,자전거 타는 거 못 봤어?,
77,223277,225460,꺼져,
78,226579,228180,돌고래는 어때?,
79,228182,228931,꺼지라고,
80,231768,234303,호킹은 잘 만났어?,
81,234305,235470,너무 좋았어,
82,235472,236939,영화 얘기도 나누고,
83,238859,240309,카드 마술도 보여주고,
84,242062,244529,새 책도 미리 읽게 해주더라,
85,247268,250935,"무슨 문제니, 친구야?",
86,250937,254122,"하워드, 제발, 부탁할게",
87,254124,255824,"라지, 넌 우리  과거를 잘 알지",
88,255826,257492,쉘든이 이렇게  부탁한 적이 있나?,
89,257494,258877,세 번 있었어,
90,258879,262331,폭스 방송사에 '파이어플라이'를  캔슬하지 말라하고,
91,262333,267035,TNT에는 '바빌론 5'를  캔슬하라고 했고,
92,268454,271223,신년 행사에서 식중독 걸렸을 때는,
93,271225,274793,믿지도 않는 신한테 빨리 끝내달라고 빌었지,
94,276312,279431,호킹이 나한테  어떤 존재인지 알아?,
95,279433,281266,6살 때는,
96,281268,284486,호킹 변장을 하고  할로윈을 보냈어,
97,285705,287105,에이 설마,
98,287107,291360,아빠의 사무실 의자에 말하는 장난감을 달고,
99,291362,295297,동생이 밀어주는 동안 캔디를 받았지,
100,296833,298583,사람들은 내가  R2-D2인 줄 알았지만,
101,298585,301370,그래도 캔디는 많이 받았어,
102,301372,304790,영어 '노'의 의미를 잘 모르나보네,
103,304792,307009,다른 언어로 해볼게,
104,307011,308210,"러시아어,",
105,308212,310462,"중국어,",
106,310464,311847,"일어,",
107,311849,314332,"클링곤,",
108,314334,319304,아스키 코드  0110111001101111,
109,321040,323075,그게 아니라 01100111,
110,323077,323942,No!,
111,323944,327195,내 자신을 위한 부탁이 아냐,
112,327197,330799,호킹을 위한 거지,
113,330801,335320,"갱스터 말투로 해볼게, 헬 노",
114,338691,340358,이러면 어때?,
115,340360,343027,내가 쓴 힉스 입자 논문을 전해줘,
116,343029,346248,얼마나 기발한지  깨달으면 먼저 연락하겠지,
117,346250,347215,안 그러면?,
118,347217,349184,"연락할거야, 진짜 똑똑하거든",
119,351571,352971,흥미로운 제안이군,
120,352973,356641,친구들이랑 상의할 시간이 좀 필요해,
121,356643,358009,난 어떻게 할까? - 자리를 피해줘,
122,358011,360211,자리 피하는 중,
123,368488,371606,완전 꽉 잡고 있네,
124,371608,373725,알아,
125,373727,375744,뭐든 시킬 수 있어,
126,375746,379664,얼마나 더 장난을 쳐야할지 고민이야,
127,379666,380949,너무 심하게 하지는 마,
128,380951,382167,얘들아,
129,382169,385704,아이스티 만드려는데 마실 사람 있어?,
130,385706,386872,난 좋지,
131,386874,388223,너한테 한 말이 아냐,
132,390093,393195,무릎이 닳도록  빌게 만들어,
133,396716,398266,"쉘든, 다시 와도 돼",
134,404474,406057,결정했어?,
135,406059,408927,논문을 전해줄게,
136,408929,410395,고마워,
137,410397,412230,잘 됐다,
138,412232,416485,대신 네가 해야할 일이 있어,
139,416487,418320,무슨 일인데?,
140,418322,423241,헤라클레스의 12 가지 노동에 대해 알아?,
141,424660,426378,물론이지,
142,426380,428947,그보다는 힘들 거야,
143,433337,434970,무엇부터 할까?,
144,434972,439007,벨트 버클부터 닦아주면 좋겠네,
145,440126,441560,그러지 뭐,
146,441562,444629,어릴 때 할머니 심부름으로  은식기를 닦았었지,
147,444631,448350,할머니는 오클라호마에서 살던 얘기를 해주셨어,
148,448352,449601,재밌는 분이셔,
149,449603,454072,한번은 소스 그릇으로 프레리도그를 죽였대,
150,454074,456992,그렇군,
151,466569,469070,벨트 버클이 정말 많네,
152,469072,472841,재밌는 건 벨트는 하냐,
153,473876,475927,그럼 시작하도록 해,
154,475929,477295,참고로,
155,477297,479998,물자국처럼 보이는 건,
156,480000,483285,소변기를 너무 가까이 사용해서,
157,484854,488190,뭔가가 튀어서  생긴 자국이야,
158,490510,492844,벨트 버클에 오줌을?,
159,495765,498683,할머니가 쓰던 포크에는 그런 자국 없었는데,
160,498685,501786,자외선 조사등으로  확인해봐,
161,501788,503321,마음의 평안을 위해,
162,503323,506208,천장이나 다른 곳은 안 비추는게 좋아,
163,515701,518053,"쉘든, 정말 대단하다",
164,518055,524009,내 아름다운 보석을  장식할 아름다운 왕관이군,
165,526095,527395,뭘 했길래 이렇게 반짝이지?,
166,527397,529931,터틀왁스를 썼어,
167,529933,532383,자동차 부품 가게 아저씨가 그러는데,
168,532385,535403,오줌이 튀겨도  굴러떨어질 거래,
169,535405,537388,애썼네,
170,537390,539074,할머니가  자랑스러워 하겠다,
171,539076,541526,할머니가 알면 안돼,
172,541528,544746,이제 논문을 전해줄래?,
173,544748,546064,"이런, 아직은 안돼",
174,549002,552754,이건 섹시한  프랑스 하녀 복장이야,
175,552756,554089,베르나데트를  입히려고 샀지,
176,554091,555707,분위기도 띄우고,
177,555709,558009,동시에 청소도 좀 시키려고,
178,558011,561913,내 착각이였지만,
179,561915,564049,반품해달라고?,
180,564051,567519,"아이고, 귀여운 것",
181,581651,583535,뭘 쳐다봐?,
182,583537,587772,스티븐 호킹이랑  만나려는 사람 처음 보시나?,
183,604682,605615,토요일 밤 아니잖아,
184,605617,607516,왠 빨래야?,
185,607518,611070,내 세탁물이 아냐,
186,611072,612054,에이미 옷인가?,
187,612056,615625,저질스러운 스타일이네,
188,616460,617493,하워드 옷이야,
189,620547,625501,왜 하워드 속옷을 빨아?,
190,625503,626752,안 그러면,
