,start,end,kor,eng
0,2435,3779,섹스 도중에 어떻게  그런 말을 할 수 있어?,Who says something like that
1,5744,7527,너무 뜨거운 순간이어서,It was the heat of the moment!
2,7529,9929,"'그래, 바로 그렇게'가 아니라?","No, the heat of the moment is ""Ooh, yeah, just like that."""
3,9931,13032,'나랑 결혼해줄래?',"Not, ""Will you marry me?"""
4,13951,17253,우주 정거장에  망원경을 설치하고 싶대,NASA really wants my telescope
5,18456,21257,더 일찍 떠나게 됐어,so they're putting me on an earlier launch.
6,21259,22842,언제?,When?
7,22844,24577,다음 주 금요일,A week from Friday.
8,24579,27430,다음 주 일요일이 결혼식인데,What? We're getting married that Sunday.
9,27432,29081,그러네,You're right.
10,29083,31217,못 가겠다,I can't go to space.
11,31219,32602,결혼해야 되잖아,I have to get married.
12,32604,34520,누구나 다 이해할 거야,No one can say that's not a good reason.
13,34522,36589,못 간다고 할게,I'll call them back.
14,36591,38391,결혼식은 돌아올  때까지 미루자,We'll have the wedding when you get back.
15,38393,40426,아버님께서 싫어할게 뻔해,Your dad's going to be furious.
16,40428,42094,허락하시지 않을걸,There's no way he's going to let us
17,42096,44230,어쩔 수 없다,"(chuckles) postpone this wedding. Well, we tried."
18,44232,46616,내가 설득해볼게,I'll talk to him.
19,46618,49101,내가 부탁하면 될 거야,He won't say no to his little girl.
20,49103,52071,"아니, 내가 얘기할게","No! I, uh, I should talk to him."
21,52073,53206,남자 대 남자로,Man to man.
22,53208,55208,솔직히 말씀드릴게요,"All right, look, I'm going to level with you."
23,55210,58944,비행이 너무 두려워요,I'm terrified about going into space.
24,58946,61881,못 돌아오면 어쩌죠?,"You know, what if I don't make it back?"
25,61883,64951,잘 될 거야,"It's going to be okay, son."
26,65753,67203,정말 그렇게 생각하세요?,You really think so?
27,67205,69088,물론이지,Of course.
28,69090,71491,베르나데트처럼 이쁜 아이는,"A pretty girl like Bernadette,"
29,71493,74210,새로운 남자가 생길 거야,she'll find a new guy.
30,83271,85104,"어이, 마이크","Hey, Mike?"
31,86241,89275,"생각이 바뀌었어, 이런거 하고 싶지 않아",I changed my mind. I don't want to do this.
32,91011,92011,재밌네,Good one.
33,92013,93996,"응, 내가 좀 재밌지","Yeah, I'm a funny guy."
34,93998,96582,비행 내내 울 계획인데  그것도 웃기겠지,I also have a hysterical bit planned for later
35,111065,113833,NASA 채널이 몇이지?,"Sheldon, what channel is NASA TV?"
36,113835,117470,"289, 288번 게임쇼 네트워크랑 290번 디즈니 사이야","289, right between the Game Show Network at 288"
37,121392,124560,기억력이 너무 섹시해,"I love his eidetic memory, it's so sexy."
38,126029,128548,"쉘든, 프링글스 재료가  어떻게 되지?","Sheldon, what are the ingredients in Pringles?"
39,128550,130850,"말린감자, 식물성유지","Dried potatoes, vegetable oil,"
40,130852,132685,"옥수수가루, 밀전분","corn flower, wheat starch,"
41,132687,134570,"말토덱스트린, 정제소금","maltodextrin, salt,"
42,134572,138291,그리고 내가 제일  좋아하는 균일성,"and my favorite ingredient of all, uniformity."
43,138293,141911,자궁이 떨리지 않니?,"The uterus quivers, does it not?"
44,141913,144029,하워드가 카자흐스탄에서 라이브로 나온다,"There's Howard's rocket, live from Kazakhstan."
45,144031,145748,너무 긴장돼,"Oh, God, I'm so nervous."
46,145750,147416,못 보겠어,I don't think I can watch.
47,147418,149919,난 스트레스 받아서 나흘 동안 음식으로 풀었어,You're nervous? I've been stress-eating for four days.
48,149921,151671,이것 좀 봐,Look at me.
49,151673,155040,뚱뚱할 때 입는 바지야,I'm wearing my fat pants.
50,155042,157844,30분 내에,"Remarkable. In just under a half hour,"
51,157846,160062,하워드의 엉덩이 밑으로,200 metric tons of fuel will
52,160064,161981,200 메트릭톤 연료가 통제 폭파될 거야,ignite in a controlled explosion
