,start,end,kor,eng
0,1792,4446,신부 들러리  드레스는 구했어?,"So, Bernadette, how goes the hunt for bridesmaid dresses?"
1,4447,6013,원뿔형 도로표지처럼  보이고 싶다면 성공이야,"Well, if you don't mind looking like"
2,7817,10568,나한테 해결책이 있어,"AMY: Girlfriends, I have the answer"
3,11738,12787,정말?,BERNADETTE: Really?
4,12789,14905,12년 전 내 사촌 아이린이,"AMY: 12 years ago, my cousin Irene"
5,16025,18025,결혼식 전날 밤에,in a horrific carbon monoxide accident
6,18027,20077,일산화탄소 사고로 죽었어,the night before her wedding.
7,21246,22713,끔찍하다,That's horrible.
8,22715,24498,그렇지만은 않아,Yes and no.
9,25584,27551,신부 들러리들이  입을 드레스가,All those bridesmaids dresses remain unused
10,27553,29754,아직 남아있고 공짜야,and available to us for free.
11,29756,31756,유독가스 속에  한 줄기 희망이 있었어,So it seems
12,35344,36844,이것 봐,"Check it out,"
13,36846,37878,아직 포장되어 있어,still in the bags.
14,37880,39847,신부 들러리 말고  드레스를 말한 거야,"The gowns, not the bridesmaids."
15,42517,43818,괜찮을지 모르겠다,I don't know.
16,43820,45486,돌아가신 분들의 드레스잖아,Dead people's dresses?
17,45488,47521,캡 소매도 좀 그렇다,"Yeah, and cap sleeve"
18,49275,51558,눈치채지 않았으면 했는데,"Oh, I was hoping you wouldn't notice."
19,51560,53694,아이린은 싼 옷이라면  사족을 못 썼어,Irene was always a slave to a good bargain
20,54897,57164,난방기도 저렴해서 문제였지,"and sadly as it turned out, space heaters."
21,58366,59950,아가씨들,"Ladies, please."
22,59952,64455,이곳은 한때  지적 공간으로 활용되었어,These four walls once housed an intellectual salon
23,64457,66573,정신적 영양도 공급되고,where the mind received nourishment
24,66575,68125,배도 채워졌지,as well as the stomach.
25,68127,71078,"누구의 탓이라 하지 않겠지만, 페니","But through no one's fault, Penny,"
26,71080,74131,식사 때 나누는  대화의 수준이 떨어졌어,the quality of dinner conversation
27,76252,80271,다시 말하지만  누구의 잘못이라 할 수 없어,"And again, I'm looking at no one in particular, Penny."
28,81523,82723,알았어,Fine.
29,82725,84275,그럼 어떤 얘기를 할까?,"What would you like to talk about, Sheldon?"
30,84277,86727,쉘든한테 그런 질문을?,"""What would you like to talk about, Sheldon?"""
31,86729,88896,우리가 그렇게 싫어?,Why do you hate us?
32,90198,91431,대화 주제를 준비해왔어,I've prepared a number of topics
33,91433,92983,초보자부터 고급까지 모두가 좋아할 거야,that should appeal to both the advanced
34,95655,97705,이번에는 날 쳐다봤잖아,"Okay, that time you looked at me."
35,98623,99707,당연하지,Who didn't?
36,99709,101125,피부가 설화 석고처럼 곱잖아,Your skin is like alabaster.
37,101127,103461,모공이라는 건 들어봤니?,Do you even have pores?
38,104262,106046,첫 번째 주제야,SHELDON: Topic one:
39,106048,108549,유럽입자물리연구소에서  빛보다 빠른 입자 발견,"""Faster-than-light particles at CERN--"
40,108551,110484,패러다임을 바꾸는 혁명적 발견인가,"""paradigm-shifting discovery"
41,110486,113838,스위스 치즈 구멍처럼  허점 투성인가?,"or another Swiss export as full of holes as their cheese?"""
42,113840,115222,대화 시작!,And converse.
43,116308,118025,우리 집 가서 웨딩 잡지 볼 사람?,"PENNY: All right, who wants to go"
44,120730,123564,"누구의 잘못도 아니지만, 먼저 나가볼게","Through no one's fault, Sheldon, we're leaving."
45,125350,127234,같이 가자,Wait for
46,127236,129153,너도 가려고?,You're leaving?
47,129155,131939,"쉘든, 나도 여자야","Sheldon, sometimes you forget, I'm a lady."
48,131941,133073,에스트로겐이 분비되면  광택지를 넘겨야할 욕구를 느껴,And with that comes
49,134660,137077,그리고 내 몸에 자괴감이 들겠지,thick glossy magazines that make me hate my body.
50,142200,144168,새로운 주제다,New topic: women.
51,144170,148205,"여자들은 신비로운 존재인가, 아니면 정신이 나간 걸까?",Delightfully mysterious or bat-crap crazy?
52,148207,149206,맞아,Totally.
53,149208,150657,캡 소매가 어때서?,What's wrong with cap sleeves?
54,150659,153294,어울리기만 하면 귀엽던데,"If you have the right figure for it, they're adorable."
55,175695,178695,,"Original Air Date on November 3, 2011"
56,179196,182296,자막,"== sync, corrected by   =="
57,182338,185206,"에이미, 우리 구역에는  어쩐 일이야?","Hey, Amy, what brings you to our neck of the woods?"
58,185208,188042,너네 신경학과에서  프리온 단백질을 빌려줬어,Your neurology department loaned me a culture of prions
59,188044,190828,소해면상뇌증에 관한  연구를 하고 있거든,for my research on bovine spongiform encephalopathy.
60,194600,198686,광우병을 빌리려 들렸구나,She popped by to borrow a cup of mad cow disease.
61,200556,203107,퇴행성 뇌질환으로  웃기기는 어려운데,"It's hard to make degenerative brain maladies hilarious,"
62,203109,204943,넌 역시 달라,and yet somehow you do it.
63,206695,208897,식탁에 올려놓으니 기분이 좋네,That's fun to have in a lunchroom.
64,208899,211115,실험용 쥐를 고를 때 훨씬 재밌어져,The real fun starts when you get to pick the rat
65,211117,213184,말똥말똥한 눈으로  날 물은 놈한테 복수할 기회야,"you're going to feed it to, and maybe you choose"
66,216039,218823,먹고 있는데 좀 그렇다,"Please, we're eating."
67,218825,220458,바닥에 놓고 주제 좀 바꿔볼까?,Can we get that off the table
68,221461,222410,그럴까?,Can we?
