,start,end,kor,eng
0,2796,4664,,"Hey. - Oh, hey."
1,4666,6232,,You work the lunch shift?
2,6234,9168,,Yeah. I've got eight pounds of salmon that's about to go bad.
3,9170,10705,,Do you know how to cook it?
4,10707,12273,,Not really. - Damn it.
5,12275,15010,,Should have liberated the iffy chicken.
6,15012,18447,,What are you and Professor Fussyface up to tonight?
7,18449,21149,,on Blu-ray.
8,21151,24118,,"Haven't you seen that movie, like, a thousand times?"
9,24120,26253,,Not on Blu-ray.
10,26255,28288,,Only twice on Blu-ray.
11,28290,30690,,"Oh, Leonard."
12,30692,34993,,"I know, it's high-resolution sadness."
13,34995,38162,,"Well, I'm going to take myself out to a movie tonight."
14,38164,39363,,You want to go?
15,39365,40797,,Really? Do we do that?
16,40799,42365,,What do you mean?
17,42367,44268,,"You know, we haven't spent time alone together"
18,44270,45769,,since we broke up.
19,45771,47672,,"Oh, it's not a date, Leonard."
20,47674,49125,,"It's just a man and a woman hanging out, not having sex"
21,49150,50543,,at the end of the night.
22,52412,55112,,Sounds like most of my dates.
23,55114,59450,,"SHELDON: Oh, dear Lord, get away from me, you monster!"
24,59452,61752,,What is that about?
25,61754,63654,,"Well, he's smart and crazy enough,"
26,63656,65722,,he may have actually created a monster.
27,65724,69126,,"Shoo, shoo! Be gone!"
28,69128,70528,,What the hell is going on?
29,70530,73831,,"There's a bird outside the window, and he won't go away."
30,73833,75833,,That is the hell that is going on.
31,75835,78303,,We have no worms or seeds here.
32,78305,79771,,"Shoo, shoo."
33,79773,83708,,"Really? On top of everything else, you're afraid of birds?"
34,83710,86010,,It's called ornithophobia.
35,86012,87545,,And someday it will be recognized
36,87547,90315,,"as a true disability, and the landlord will be required by law"
37,90317,92316,,to put a giant net over the building.
38,93418,96754,,"Which is unfortunate, because I have a fear of nets."
39,96756,99256,,"So movies, yes or no?"
40,99258,101091,,"Movies, yes."
41,101093,102926,,Great. I'll see you later.
42,102928,105395,,"And remember, he's more afraid of you than you are of him."
43,105397,106329,,That doesn't help.
44,106331,110867,,"No, I was talking to the bird."
45,111835,116738,,"Go away, bird. Go away, bird. Go away, bird."
46,116740,119440,,"Sheldon, just ignore him."
47,119442,123311,,Good idea. Attention is what birds want.
48,124480,127716,,"Oh, much better. All right."
49,127718,129985,,Now I'll just get along with my life.
50,129987,132922,,(bird squawks)
51,132924,135992,,"Make a pot of tea, Leonard. It's going to be a long night."
52,137127,140830,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
53,140832,144133,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
54,144135,145768,,¢Ü The Earth began to cool ¢Ü
55,145770,148303,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
56,148305,150972,,¢Ü We built the Wall ¢Ü ¢Ü   ¢Ü
57,150974,153642,,"¢Ü Math, Science, History, unraveling the mystery ¢Ü"
58,153644,155543,,¢Ü That all started with a big bang ¢Ü
59,155544,156551,,¢Ü   ¢Ü
