,start,end,kor,eng
0,3382,5601,치킨 정말 맛있다,
1,5603,7186,그런 말이 있잖아,
2,7188,10689,인생에서 소중한  것들은 공짜라고,
3,10691,12658,"그래, 내가 좀 많이 뺏어먹긴 하네",
4,12660,13609,이러면 어떨까?,
5,13611,15410,우리 집 냉장고를 맘껏 쓰도록 해,
6,15412,17196,엄청난 배려군,
7,17198,20365,D셀 배터리 전해질로,
8,20367,22034,오래 묵은 피클 주스가 필요할 때,
9,22036,24453,한번 들리지 뭐,
10,24455,26622,"라지, 답변은 언제 받을 수 있을까",
11,26624,29541,결혼식에 같이 올 사람 있어?,
12,29543,31343,다음에 알려줄게,
13,31345,32678,최대한 빨리  알려줄 수 있어?,
14,32680,34713,자리 배치 문제로 양쪽에서 싸우고 있어,
15,34715,38416,"한쪽 코너는 장모님, 나머지 셋은 엄마가 차지했어",
16,38418,41270,난 결혼 피로연이 싫어,
17,41272,44106,신랑 신부가 '빌보'처럼 하면 얼마나 좋을까,
18,44108,47276,반지를 끼고 사라지면 모두 집에 갈 수 있잖아,
19,47278,50112,가이서 교수님  결혼식은 좋아했잖아,
20,50114,52681,그때는 직접 선데이도 만들 수 있었다고,
21,52683,55067,기억에 남는 밤이었지,
22,55069,59571,견과류만 잔뜩  담아오기도 했어,
23,59573,62324,암튼 생각해둔 데이트가 있으면 알려줘,
24,62326,64626,안 그러면 엄마가 아는 의사를 초대한대,
25,64628,67079,목 지방흡입 시술을 해준 분이야,
26,70633,72134,알았어,
27,72136,74136,데이트랑 같이 갈게,
28,74138,75587,총 2명이야,
29,75589,76454,누구랑 가는데?,
30,76456,77556,넌 누구랑 가는데?,
31,78641,80843,"나랑 가기로 했어, 넌 누구랑 가?",
32,80845,84629,왜 이렇게 오지랖이야,
33,84631,86164,누군데 그래,
34,86166,88016,비밀이야,
35,88018,91069,난 아시안이라 신비주의로 가겠어,
36,92138,94823,"하워드, 피로연에 선데이 바도 있어?",
37,94825,96658,없을거 같아,
38,96660,97693,있어야 좋아,
39,97695,99745,결혼의 50%는  이혼으로 끝나는데,
40,99747,103565,선데이 바는 100% 행복한 결말이지,
41,125128,129128,,
42,129153,133153,자막,
43,134776,136910,잘 지내셨어요?,
44,136912,138995,"그래,  딱히 불평할건 없구나",
45,138997,140564,곧 불평 시작할걸,
46,140566,143233,조금 기다려봐,
47,143235,144651,있잖아요,
48,144653,146870,할 말이 있는데,
49,146872,149423,전에는 마음의 준비가 안 됐지만,
50,149425,150990,이젠 때가 된거 같아요,
51,150992,152542,드디어 올 것이 왔구나,
52,152544,155145,커밍아웃 하려고?,
53,156197,159049,우리는 널 사랑하고 모두 받아들일 수 있어,
54,159051,162369,너무 떠벌리고 다니진 마,
55,162371,165088,전 게이 아니에요,
56,165807,168191,메트로섹슈얼이라고 할 수는 있겠네요,
57,168193,169326,그건 무슨 소리냐,
58,169328,171027,이성애자이면서,
59,171029,173280,뷰티 제품에  관심이 많다는 거죠,
60,173282,174998,커밍아웃이 아니라면,
61,175000,177934,왜 크리켓 준결승 도중에 전화한 거니,
62,177936,181071,연애를 하고  싶지만 지쳤어요,
63,181073,184791,대신 구해줬으면 해서요,
64,184793,186660,제 부인이요,
65,186662,188678,확실히 해두자,
66,188680,190447,여자를 말하는 거지?,
67,190449,192799,네,
68,192801,195802,"아들아, 잘 생각했다",
69,195804,197954,사랑을 보고 결혼하는 것보단 낫지,
70,202760,205362,우리도 사랑해서  결혼했잖아,
71,205364,209032,이보다 더 좋을 수 없지,
72,211319,215555,양자 물리학 덕분에 행복해,
73,215557,216907,잘됐네,
74,216909,219593,우주의 벗은 몸을 보는 것 같아,
75,227369,229252,"얘들아, 시간 좀 있어?",
76,229254,230504,무슨 일이야?,
77,230506,233072,며칠 전에 쉘든이 한 농담이 생각나서,
