,start,end,kor,eng
0,3382,5601,치킨 정말 맛있다,"Oh, my God. I love this chicken."
1,5603,7186,그런 말이 있잖아,"Oh, you know what they say,"
2,7188,10689,인생에서 소중한  것들은 공짜라고,best things in life are free.
3,10691,12658,"그래, 내가 좀 많이 뺏어먹긴 하네","Okay, you're right. I eat your food a lot."
4,12660,13609,이러면 어떨까?,"Now, how about this?"
5,13611,15410,우리 집 냉장고를 맘껏 쓰도록 해,You can raid my fridge anytime you want.
6,15412,17196,엄청난 배려군,"Oh, that's very kind of you."
7,17198,20365,D셀 배터리 전해질로,Next time I have a hankering to wash down a D-cell battery
8,20367,22034,오래 묵은 피클 주스가 필요할 때,"with a jar of old pickle juice,"
9,22036,24453,한번 들리지 뭐,(clicks tongue) I'll come a-knockin'.
10,24455,26622,"라지, 답변은 언제 받을 수 있을까","Hey, Raj, you didn't send your RSVP in."
11,26624,29541,결혼식에 같이 올 사람 있어?,I'm suppose to ask you if you're bringing someone to the wedding.
12,29543,31343,다음에 알려줄게,I'll let you know.
13,31345,32678,최대한 빨리  알려줄 수 있어?,"Well, can you make it soon?"
14,32680,34713,자리 배치 문제로 양쪽에서 싸우고 있어,There's a battle royale going on over the seating charts.
15,34715,38416,"한쪽 코너는 장모님, 나머지 셋은 엄마가 차지했어","In one corner, Bernadette's mom, in the other three, mine."
16,38418,41270,난 결혼 피로연이 싫어,"Yeah, I hate wedding receptions."
17,41272,42688,신랑 신부가 '빌보'처럼 하면 얼마나 좋을까,"Yeah, I wish the bride and groom"
18,44108,47276,반지를 끼고 사라지면 모두 집에 갈 수 있잖아,"Slip on the ring, disappear, and everyone goes home."
19,47278,50112,가이서 교수님  결혼식은 좋아했잖아,"Mm, you liked Professor Geyser's wedding."
20,50114,52681,그때는 직접 선데이도 만들 수 있었다고,They had a make-your-own-sundae bar.
21,52683,55067,기억에 남는 밤이었지,"Oh, that was a night to remember."
22,55069,59571,견과류만 잔뜩  담아오기도 했어,"Do you know, on one trip, I just had a bowl of nuts."
23,59573,62324,암튼 생각해둔 데이트가 있으면 알려줘,"Anyway, you got to let me know if you have a plus one."
24,62326,64626,안 그러면 엄마가 아는 의사를 초대한대,"Because if not, my mom's trying to sneak in the doctor"
25,64628,67079,목 지방흡입 시술을 해준 분이야,who sucked the fat out of her neck.
26,70633,72134,알았어,"All right, uh, fine."
27,72136,74136,데이트랑 같이 갈게,I'm coming and I'm bringing somebody.
28,74138,75587,총 2명이야,"Uh, Koothrappali plus one."
29,75589,76454,누구랑 가는데?,Who you bringing?
30,76456,77556,넌 누구랑 가는데?,Who are you bringing?!
31,78641,80843,"나랑 가기로 했어, 넌 누구랑 가?",He's bringing me; who are you bringing?
32,80845,84629,왜 이렇게 오지랖이야,"Wow, what a bunch of Nosey O'Donnells."
33,84631,86164,누군데 그래,"Come on, who is it?"
34,86166,88016,비밀이야,I'm not telling.
35,88018,91069,난 아시안이라 신비주의로 가겠어,"I'm from Asia, I'm mysterious, deal with it."
