,start,end,kor,eng
0,2370,4304,,I'm just gonna run to the store and get a few things.
1,4306,5339,,I'll pick you up when you're done.
2,5341,6790,,Okay.
3,6792,9665,,"I like it a little better when you stay, but all right."
4,9666,10864,,"Hey, Sheldon."
5,10866,12700,,Hello. I'm here for my haircut
6,12702,14034,,with Mr. D'Onofrio.
7,14036,15970,,"I'm sorry, Uncle Tony's in the hospital."
8,15972,17171,,He's pretty sick.
9,17173,21008,,"Oh, dear, Mr. D'Onofrio's in the hospital."
10,21010,23578,,Why do these things always happen to me?
11,24379,25563,,I can cut it for you.
12,25565,27448,,You're not Mr. D'Onofrio.
13,28267,30351,,I get my hair cut by Mr. D'Onofrio.
14,30353,31652,,You believe this guy?
15,31654,32853,,(murmurs)
16,33555,34888,,Excuse us for a second.
17,34890,36407,,"Sheldon, it's okay, he can do it."
18,36409,37525,,He's a barber.
19,37527,40328,,"He's not a barber, he's the nephew."
20,40330,41862,,He's an example of the kind
21,41864,45166,,of nepotism that runs rampant in the barbering industry.
22,45168,46834,,"Besides, Mr. D'Onofrio knows"
23,46836,49403,,exactly how I like my hair done because he has
24,49405,52607,,all my haircut records from my barber in Texas.
25,52609,54408,,What are you talking about?
26,54410,55543,,"When I first moved here,"
27,55545,58179,,"I was nervous about finding a new barber,"
28,58181,60097,,so my mother had all my haircut records
29,60099,62249,,sent here to Mr. D'Onofrio.
30,63251,66721,,There's no such thing as haircut records.
31,66723,69523,,"Yes, there are."
32,69525,70725,,Have you ever seen them?
33,70727,73294,,"No, but my mother assured me they were sent here,"
34,73296,75112,,and I'll bet you dollars to donuts
35,75114,76714,,that this one doesn't have them.
36,77282,78549,,"Uh, excuse me."
37,78551,81152,,Do you have access to my haircut records?
38,81154,82787,,Your what?
39,82789,84605,,"To paraphrase T.S. Eliot,"
40,84607,86123,,this is the way the world ends--
41,86125,89126,,not with a bang but with a nephew.
42,90329,93381,,"Sheldon, you're a grown man, he's a professional,"
43,93383,97301,,and your haircut is number three on that poster from 1946.
44,97303,99119,,Just sit down
45,99121,100137,,and let him do it.
46,100139,101789,,"Fine, but if I come out of this"
47,101791,103774,,"looking like a dork, it's on you."
48,110515,112483,,(clears throat)
49,112485,114185,,So my kid said the funniest thing today.
50,114187,115269,,Nope.
51,119324,121659,,"When you tell this story later,"
52,121661,125079,,"the word we usually use is ""quirky."""
53,125081,128449,,"¢Ü Our whole universe was in a hot, dense state ¢Ü"
54,128451,132036,,¢Ü Then nearly 14 billion years ago expansion started... Wait! ¢Ü
55,132038,133604,,¢Ü The Earth began to cool ¢Ü
56,133606,136090,,"¢Ü The autotrophs began to drool, Neanderthals developed tools ¢Ü"
57,136092,138759,,¢Ü We built the Wall ¢Ü ¢Ü   ¢Ü
58,138761,141479,,"¢Ü Math, Science, History, unraveling the mystery ¢Ü"
59,141481,143381,,¢Ü That all started with a big bang ¢Ü
60,143383,144380,,¢Ü   ¢Ü
61,144381,148381,,"Original Air Date on February 23, 2012"
62,148382,151882,,"== sync, corrected by   =="
63,154507,155718,,Can you pass the Parmesan cheese?
64,155719,157969,,Sure.
65,166029,167613,,What are you doing?
66,167615,169648,,I'm trying to get the hair out of my eyes.
67,169798,170656,,"LEONARD: Sheldon,"
68,170657,173191,,you are one day late for your haircut.
69,173193,175877,,Thank you for captioning my nightmare.
70,177729,180331,,"Lookie here, I got my travel orders."
71,181834,184035,,"""Payload Specialist Howard Wolowitz is requested"
72,184037,186737,,"""to report to the NASA Johnson Space Center,"
73,186739,187839,,"""Houston, Texas,"
74,187841,190008,,"for astronaut training Monday 8:00 a.m."""
75,190010,193011,,"Yeah, but it's from NASA, so it's 0800."
76,193013,194762,,"But it says ""8:00 a.m"""""
77,196181,198416,,"You read it as ""0800."""
78,198418,200518,,"It doesn't have an ""O"" in front of it."
79,200520,203221,,"You know what does have an ""oh"" in front of it?"
80,203223,206074,,"""Oh, my God, I'm an astronaut, and you're dying of jealousy."""
81,208093,209360,,"So, what kind of things are they...?"
82,209362,211929,,Will you stop that?
83,211931,216417,,"I can't help it, I feel like a teen heartthrob."
84,217920,219937,,"You know, Sheldon, I used to cut my brother's hair."
85,219939,220938,,I could do it for you.
86,220940,223908,,"Penny, I know you mean well,"
87,223910,226794,,"offering the skills of the hill folk, but, um,"
88,226796,228579,,"here in town,"
89,228581,230498,,"we don't churn our own butter,"
90,230500,232667,,"we don't make dresses out of gunny sacks,"
91,232669,235136,,"and, uh, we sure as shootin' don't get our hair cut"
92,235138,236137,,by bottle-blonde...
93,236139,238022,,"Sheldon, be nice."
94,238024,240591,,"I'm sorry, it's the bad boy attitude"
95,240593,241976,,that comes with this hair.
96,245797,246814,,You could go to my guy.
97,246816,248683,,He's at Juan-Juan in Beverly Hills.
