,start,end,kor,eng
0,11342,14560,너네도 내 머리속을  볼 수 있다면 좋을 텐데,I wish you could all be inside my head.
1,15412,17797,대화가 정말 흥미롭거든,The conversation is sparkling.
2,19483,20900,"그래, 뭔지 알려주마","Fine, I'll tell you."
3,22086,24504,지의류는 균류와 조류의 공생체야,"A lichen is an organism made up of two separate species,"
4,26124,27707,다른 종과 합친다 가정하고,"If you could merge with another species,"
5,27709,30877,원하는 종을 고르고  이유를 대봐,what species would you pick and why?
6,30879,33463,힌트를 주자면 정답은 하나야,Hint: There is a right answer.
7,34832,36415,너네는 못 맞춰,None of you will get it.
8,37851,41637,그렇다면 나는 백조로 할래,"Okay, I'd pick swan because, uh, the resulting hybrid"
9,41639,43806,인간의 진화된 산업 문명과,would have the advanced industrial civilization
10,43808,46275,전부터 갈망했던 길고  우아한 목을 가질 수 있어,of a human and the long graceful neck
11,49680,52365,틀렸어 레너드?,Wrong. Leonard?
12,52367,56235,"말, 키 때문에","Horse, but mostly just for the height."
13,56237,59155,생식기도 꽤 굵겠다,A little bit for the genital girth.
14,60324,62441,"틀렸어,  지저분한 얘기는 하지 말자","Wrong, and let's keep it clean, shall we?"
15,63911,65078,캥거루,"Kangaroo, uh,"
16,65080,67080,나는 캥거쥬가 되겠지,I'd be Kanga-Jew.
17,68466,71667,유대인 중에 최초로  덩크슛을 한 사람이 될 거야,The first of my people to dunk a basketball. (chuckles)
18,71669,73970,엄마 집에 얹혀 살지 않고,"Also instead of just living in your mother's house,"
19,73972,76839,엄마 속에 살겠네,you could actually live inside her body.
20,80127,82178,나쁘지 않은데 그것도 틀렸어,"Clever, but also wrong."
21,82180,84797,정답은 지의류야,"No, the best organism for human beings to merge with"
22,86351,89736,그러면 인간이면서 동시에 균류와 조류겠지,"That way, you'd be human, fungus, and algae."
23,89738,91303,3배로 위협적이야,Triple threat.
24,91305,94306,쓰리 빈 샐러드처럼,Like three-bean salad.
25,94308,96893,어떤 상황에서 유리한데?,Give me one circumstance in which that would be useful.
26,96895,97827,상상해봐,"All right, picture this:"
27,97829,100312,야외 콘서트에서,a beautiful outdoor concert.
28,100314,102815,나는 인간으로  베토벤을 즐겨 듣지,"Now, as a human, I appreciate Beethoven."
29,102817,105535,단풍 나무에서 자라는 균류로,"As a fungus, I have a terrific view,"
30,105537,107486,전망 좋은 곳을 차지하고,growing out of a towering maple tree.
31,107488,109705,비싼 돈도 낼 필요 없어,"And no thank you, expensive concessions."
32,109707,113426,조류는 햇빛만 받으면 되니까,"Because as an algae, I'll just snack on this sunlight."
33,114278,116863,"졌다, 졌어","He got us again. - No, he didn't."
34,116865,119098,주제를 바꿔도 괜찮다면,"Anyway, if it's okay with you,"
35,119100,121801,하워드 총각 파티 얘기를 하자,we should talk about Howard's bachelor party.
36,122804,124670,지의류 주제에 비해 흥미가 떨어지지만,Seems like a bit of a letdown
37,126174,128441,반 백조가 뭘 알겠어,"What do you know, you're half swan."
38,129676,131360,스트리퍼에 대해 알아봤는데,I've been doing some research on strippers.
39,131362,134030,나이랑 장애에 관대하면 할인이 많이 된대,"One agency I spoke to, said I could get us a great price"
40,138819,140519,재밌겠지만,"Sounds like loads of fun,"
41,140521,143573,베르나데트한테  스트리퍼는 없을거라 했어,but I promised Bernadette no strippers.
42,143575,145708,넌 스트리퍼의 왕이잖아,You don't want strippers? You're the king of strippers.
43,145710,149162,할리우드 클럽에 있는 봉도 네 이름을 따서 지었어,The one club in North Hollywood named a pole after you.
44,149164,152582,이제 그런 건 별로야,What can I tell ya-- I'm not into that stuff anymore.
45,152584,154300,"하워드, 자랑스럽다","Good for you, Howard. I'm proud of you."
46,154302,156586,그래도 우리 중에 처음으로 장가가는데,"And still, you're the first one of use to get married."
47,156588,158087,축하는 해줘야지,We have to do something special.
